entity_id,dcterms_title,foaf_name_Affiliations,foaf_name_ConferenceSeries,city_name,state_name,country_name,country_official_name,foaf_name_FieldsOfStudy,fos_list,foaf_name_Journals,foaf_name
2759922678,,Yair Edden,,,,,,,,,
2648054991,,Stephen L. Martin,,,,,,,,,
2302162812,"Hitos del periodismo femenino: vicisitudes, estilo y victoria del siglo XXI",,,,,,,,,,
3034640139,,Shin You Keun,,,,,,,,,
2522767277,,مظاهر رحمانی,,,,,,,,,
3019627931,,Sofiane Lazar,,,,,,,,,
2138142536,Alcohol and drug supported accommodation for clients with special needs,,,,,,,,,,
2932067439,Goods of chemical tanker oceangoing ship loads frame,,,,,,,,,,
3014643696,,HeTian,,,,,,,,,
2014732035,Allelic association analysis of the functional insertion/deletion polymorphism in the promoter region of the serotonin transporter gene in bipolar affective disorder.,,,,,,,,,,
2083493209,"Differential effects of NAD, nicotinamide and related compounds upon growth and nucleoside incorporation in human cells.",,,,,,,,,,
2740636163,,Wanda Gabrielli,,,,,,,,,
3015427347,"Seroprevalence for equine infectious anaemia in Equidae seized in the municipality of Petrópolis, State of Rio de Janeiro, Brazil, 2015/2018.",,,,,,,,,,
1610195436,Alternative splicing of rearranged T cell receptor δ sequences to the constant region of the α locus,,,,,,,,,,
2175692393,,Gabrielle Sauret,,,,,,,,,
2383473750,An Oscilloscope's Interface for the MCU-aided Experimental Apparatus,,,,,,,,,,
2796219985,,A P Rudometov,,,,,,,,,
2643218969,,Larry Shiner,,,,,,,,,
3021302979,Dual Refrigerant LNG Liquefaction Cycle for Offshore FLNG and Its Pilot Plant,,,,,,,,,,
1535803166,"Why Firms Relocate Their Production Overseas? The Answer Lies Inside: Corporate, Logistic and Technological Determinants",,,,,,,,,,
2746408913,Convolutional Neural Networkにおけるマンモグラフィ装置品質管理用ファントムを用いた画像認識,,,,,,,,,,
2463221069,,Alex Collins,,,,,,,,,
2417948772,"[PROFESSOR HENRICUS CORNELIUS RUEMKE, M. D., UNIVERSITY OF UTRECHT, ON HIS 70TH BIRTHDAY].",,,,,,,,,,
2560515674,Graphs with two main and two plain eigenvalues,,,,,,,,,,
2110180739,,J. Smal,,,,,,,,,
2868683651,,Corrado Giovanni,,,,,,,,,
459525926,UTEP Library Research Guides: Information Literacy: Breakthrough Tutorials,,,,,,,,,,
2834465139,,Wang Tao,,,,,,,,,
2397380461,Hygienic substantiation of the permissible concentration of benzylchloride and butyl chloride in the water of reservoirs,,,,,,,,,,
2870053214,ЗАМОК С МЕХАНИЧЕСКИМ ДЕТЕКТИРОВАНИЕМ ЗАКРЫТИЯ И ОТКРЫТИЯ,,,,,,,,,,
2490839924,Frontiers in Time Scales and Inequalities,,,,,,,,,,
2841984707,,Liao Po-Chi,,,,,,,,,
2870792198,PROCESS FOR THE IMPREGNATION OF TOBACCO,,,,,,,,,,
2969792444,Early Life Environmental Exposures Regulate Host Allergic Immune Responses: Lessons Learned from the Asthma and Allergic Diseases Cooperative Research Center Birth Cohorts,,,,,,,,,,
2123926606,,"Jane Koch, Rn, Rnt, Ma",,,,,,,,,
2234652519,Active Learning in the Undergraduate Classroom:: A Journal-Club Experience Designed to Accentuate Course Content,,,,,,,,,,
2292905463,,Joseph Charles Elia,,,,,,,,,
2322349370,Why we are here: early reflections on the role of reconstructive plastic surgery in the 2013 Boston marathon bombings.,,,,,,,,,,
2167593822,,Jianhong Shen,,,,,,,,,
2979936569,Coordinated power system expansion planning considering the DSO's market operations,,,,,,,,,,
2864984617,COLLISION RESISTANT STRUCTURE OF HULL,,,,,,,,,,
2476116038,,Michael J Tessler,,,,,,,,,
1991111524,Time-Varying Channel Estimation Using Two-Dimensional Channel Orthogonalization and Superimposed Training,,,,,,,,,,
564445336,DP-124-4 炎症性サイトカインによる肝細胞のiNOS誘導に対するfluvastatinの効果(第108回日本外科学会定期学術集会),,,,,,,,,,
2911504981,"Abstract 13100: Thyroid Dysfunction, Cardiovascular Risk Factors, and Incident Cardiovascular Events: The Atherosclerosis Risk in Communities (ARIC) Study",,,,,,,,,,
2587087445,,Bernardo Hern ndezMorales,,,,,,,,,
2870730015,,Sysoev Vladimir S,,,,,,,,,
2752031007,"Piga A., 2013, Towards a new communication policy. The evolution of communicative strategies in the european union, Cagliari, Aipsa",,,,,,,,,,
2299304030,,Ahmed Al Bitar,,,,,,,,,
3016329047,Morphological and molecular changes at dendritic spines orchestrate neuronal shifts in functional identity during monocular deprivation,,,,,,,,,,
2396772281,,姚佩婵,,,,,,,,,
2566248861,L'Art et l'histoire de la caricature des origines à nos jours,,,,,,,,,,
2124200904,Using a multi-FPGA based rapid prototyping board for system design at the undergraduate level,,,,,,,,,,
2274231618,,Sergey A. Kuzin,,,,,,,,,
1969568317,The stereochemistry of the product homoallylic alcohols from a modified grignard reaction of 3-phenylpropen-1-yl chloride and benzaldehyde.,,,,,,,,,,
2740051126,,TracyM . Sterling,,,,,,,,,
2442601928,,A. D. Stein,,,,,,,,,
2032185528,"Zur Kenntnis der Chemie der Silazane, III. Über die Reaktionen von Silazanen mit Trihalogeniden der 3. und 5. Gruppe",,,,,,,,,,
2887866345,Planning for Sustainable Agricultural Development in Himachal Pradesh,,,,,,,,,,
2119373218,Lipid peroxidation/antioxidant activity in patients with alopecia areata,,,,,,,,,,
2932280612,Auto -parts rivet hot device,,,,,,,,,,
2591729010,Atlas Histórico y Urbano del Nordeste Argentino. Pueblos de índios y Misiones jesuíticas (siglos XVI-XX) (Ernesto J. A. Maeder & Ramón Guttierrez),,,,,,,,,,
2746965223,"Brunswick Dental Laboratory, Dental Lab in Middlesex | Cosmetic & Implant Dentistry Page",,,,,,,,,,
673768621,,Andrew De Vogelaere,,,,,,,,,
1501061060,스포츠활동을 통한 ADHD 아동의 행동변화 가능성 탐색,,,,,,,,,,
2599137250,Fracture fractal characteristic optimization computation method,,,,,,,,,,
2100372795,LA ENTREGA VIGILADA COMO MEDIO DE INVESTIGACIÓN DE LA DELINCUENCIA ORGANIZADA EN LA LEY DE ENJUICIAMIENTO CRIMINAL ESPAÑOLA,,,,,,,,,,
2742017177,,فاطمه فرجی سلیمانی,,,,,,,,,
2410014632,,Kritskova In,,,,,,,,,
2006094726,Study of the evolution of temperature in the core of a high voltage electric cable,,,,,,,,,,
2794644158,,C·A·里格坦伯格,,,,,,,,,
2700848898,,K H Reders,,,,,,,,,
2386386166,Research Guides: ARS386: Topics in Architecture: Starting Your Research,,,,,,,,,,
2960972667,"프론트 스톱 장치, 시트 적중 장치, 카운터 이젝터 및 제함기",,,,,,,,,,
1986230067,Characterization of the &quot;red zone&quot; of knee meniscus: MR imaging and histologic correlation.,,,,,,,,,,
2856753737,Noiseless counter locking prevention device,,,,,,,,,,
626314214,建築の建設申請量からみた既成市街地の変化について : (その2-青山・麹町地区の街区別分析),,,,,,,,,,
2281846788,,William W. Parks,,,,,,,,,
2522179860,Het voorkomen van ADHD in de volwassenheid. Een epidemiologische exploratieve studie,,,,,,,,,,
2780086375,,Tamotsu Sakuraba,,,,,,,,,
976235384,大黄酸对AGE-BSA诱导的大鼠系膜细胞TGF-β1和CTGF表达的影响,,,,,,,,,,
2804678248,Analisis Parasit Ikan Lele Dumbo (Clarias gariepinus) di Kolam Budidaya Ikan Desa Gondosuli Kabupaten Tulungagung Sebagai Sumber Belajar Biologi,,,,,,,,,,
2855890750,,Du Qilian,,,,,,,,,
2997908577,,スティーブン・ディマグノ,,,,,,,,,
2258373655,Gender Composition in Social Movement Organizations: The Predominance of Women in Emergent Citizen Group in Disaster,,,,,,,,,,
1654203282,X-Ray Induced Luminescence in Single Crystals of Pure Potassium-Iodide,,,,,,,,,,
2816319377,,Modat Bernard,,,,,,,,,
1543968217,"Generator, wind turbine, method of assembling a generator and use of a generator in a wind turbine",,,,,,,,,,
2054673644,Numerical Investigation of a Phase Change Material (PCM) Module With Internal Fins,,,,,,,,,,
1936203550,Experimental and numerical study of drill string dynamics in gas drilling of horizontal wells,,,,,,,,,,
2832271335,Self-stepping type pneumatic power up-down recreational machine,,,,,,,,,,
2651687780,,Alyda Griffioen,,,,,,,,,
2969745048,La diáspora judía. La revuelta de Babilonia (115-117 d.C.),,,,,,,,,,
94688081,Spectrophotometric methods for the determination of sibutramine hydrochloride from capsules,,,,,,,,,,
2021111420,CORRESPONDENCE A Simple Formula for use with Carbon Thermometers at Low Temperatures,,,,,,,,,,
2303370617,"Herbivory Study Transect T12, BFEC Shana, River",,,,,,,,,,
2778190363,El profesor integral deportivo comunitario. Un reto para el movimiento deportivo cubano.,,,,,,,,,,
2680384453,,Shin-Jung Jue,,,,,,,,,
2818377071,,Zhu Jianxin,,,,,,,,,
2537527681,Wpływ państwa na zmiany. Struktury własnościowej w warunkach gospodarki rynkowej,,,,,,,,,,
2101825599,,康男 田中,,,,,,,,,
1509871045,"Notes on a Terrorism Trial – Preventive Prosecution, 'Material Support' and the Role of the Judge after United States v. Mehanna",,,,,,,,,,
2261172765,,Makoto Todoroki,,,,,,,,,
3027699283,抽出物理乱数生成装置、抽出物理乱数生成方法、プログラム,,,,,,,,,,
2910856479,,,,,,,,,Biology:0.5_Medicine:0.33_Chemistry:0.17,Streptomycin Dose,
2761953454,Power Asymmetry over Hydropower Development in the Mekong River Basin,,,,,,,,,,
2813726359,Liquid crystal high-definition television with computer function,,,,,,,,,,
10160049,El clero donostiarra contra los mandatos de su obispo en 1745. El cuestionamiento de las sustituciones de beneficiados y del modo de celebrar los funerales.,,,,,,,,,,
2909035238,DESKRIPSI KEMAMPUAN PENALARAN MATEMATIS DALAM MENYELESAIKAN SOAL CERITA DITINJAU DARI GAYA KOGNITIF DAN KEMAMPUAN AWAL SISWA,,,,,,,,,,
2673487244,,Dong Jie,,,,,,,,,
1581724411,Parallelization of application launch and activation of mobile data connection for applications requiring remote data in a device,,,,,,,,,,
1996473613,Automated measuring instrument of the surface electric potential and potential distribution,,,,,,,,,,
996430948,"FAN APPARATUS, ELECTRONIC DEVICE, AND FAN-ATTACHED CASE",,,,,,,,,,
3008903130,Exhausted horse syndrome,,,,,,,,,,
2116497183,,Alfred D. Chandler,,,,,,,,,
2770665942,Procede et appareil pour programmer un dispositif medical implantable,,,,,,,,,,
2860352028,"Fireproof low -smoke halogen -free armored power cable is high in use safety,",,,,,,,,,,
2890547674,A look at black youth unemployment (sixteen to nineteen years of age) focusing on black youth in Virginia,,,,,,,,,,
2860429696,Improvements in and relating to Folding Lavatories.,,,,,,,,,,
2993443364,Frontières et mobilité au quotidien : Modes de vie dans l’agglomération trinationale de Bâle,,,,,,,,,,
2654176263,,H. Reichert,,,,,,,,,
2075531240,Towards advanced chemical microsensors-an overview.,,,,,,,,,,
2798958431,,Z. Lui,,,,,,,,,
2621676666,,محمود عبدالله,,,,,,,,,
2960514786,SURGICAL EXTRACTION DEVICE FOR BONE IMPLANT TIPS,,,,,,,,,,
2851117423,,Dzherri Leroj Adams,,,,,,,,,
2571989358,,A Finch,,,,,,,,,
2171351754,Large‐vocabulary spontaneous speech recognition using a corpus of lectures,,,,,,,,,,
2624012026,,Fröhlig G,,,,,,,,,
2629971728,,Hector F DeLuca,,,,,,,,,
2924738955,LibGuides: MKT 310: Marketing Research: Finding Associations,,,,,,,,,,
2611590301,1880 Minutes of the Fifty-Fourth Session of the Kentucky Conference of the Methodist Episcopal Church,,,,,,,,,,
2288257513,,N.I. Grachev,,,,,,,,,
2921813625,,Mohammed Danish,,,,,,,,,
2966207650,,Peng Yang,,,,,,,,,
2185912812,,Bradley S. Witzel,,,,,,,,,
2627042734,BigDataService,,,,,,,,,,
2894665800,,Yan Xiong,,,,,,,,,
2512481108,,Jeffrey Garwin,,,,,,,,,
2878707349,Vertical disc milling cutter,,,,,,,,,,
667886003,,E.R. Lubke,,,,,,,,,
3012012664,,GhaniNasir,,,,,,,,,
2269089065,Eczema in infancy and childhood. 3. Elimination test diets.,,,,,,,,,,
2945515977,Ethnic Differences in Heart Failure,,,,,,,,,,
630072325,Recht und Persönlichkeit in der Kultur der Gegenwart : Stuttgart 1914. Die ideale im Recht : Berlin 1891,,,,,,,,,,
2347010539,Human Tuberculosis of Bovine Origin: Its Prevention is Still an Urgent Problem,,,,,,,,,,
2815184353,MEDIUM PROCESSOR AND MEDIUM ISSUING DEVICE USING IT,,,,,,,,,,
2838235274,PREPARATION OF SOLUBLE COLLOIDS OF THE GELATINE CLASS,,,,,,,,,,
2233465359,"Child Life Liquid Calcium/Magnesium,Natural Orange Flavor Plastic Bottle, 16-Fl. Oz.",,,,,,,,,,
2030150005,Dynamic mechanical analysis of compatibilized polymer blends,,,,,,,,,,
2670773567,,Fabiane Adela Tonetto Costas,,,,,,,,,
636834526,腫瘍マ-カ-CA125による卵巣癌再発の早期発見の試み,,,,,,,,,,
2099431779,Asymptomatic reactivation and shed of infectious varicella zoster virus in astronauts.,,,,,,,,,,
2366809029,The Charitable Donation in Personal Misfortune Condition-Mediation Effect of Empathy,,,,,,,,,,
168614155,A new magneto-rheological fluid (MRF) washing machine damper and a novel two-way-controllable MRF valve,,,,,,,,,,
943147712,Litter box made of several perforated pans for cats or other domestic animals,,,,,,,,,,
2614468126,,Lin‐Fei Sun,,,,,,,,,
2528245311,Anordnung zur schnellen addition von binaerzahlen.,,,,,,,,,,
2673823189,,Jo Murphy,,,,,,,,,
2973209760,"Administrative boundary of Kiteto, Kilindi, Chalinze and Mvomero districts",,,,,,,,,,
2856335167,,Ren Xuxiang,,,,,,,,,
2272400804,Geranium hybrid plant named ‘Purple Passion’,,,,,,,,,,
2935472642,Cosmetic emulsification machine,,,,,,,,,,
2661659237,,Quan Zeng,,,,,,,,,
2649767273,,Dejan Jovanovic,,,,,,,,,
50468571,Modulation of sclerostin expression by estrogen via BMP-2 signaling in human mesenchymal stromal cells and osteoblasts,,,,,,,,,,
2878588718,PURIFICATION DEVICE FOR INTRAVENOUS INFUSION,,,,,,,,,,
2608940775,,K.-D. Heimann,,,,,,,,,
2412748313,"Transforming associations : fertility, therapy, and the Manyema diaspora in urban Kigoma, Tanzania, c. 1850-1993",,,,,,,,,,
2404984508,Bed control support apparatus,,,,,,,,,,
2856860091,Manufacturing method of wolfram-contained austenite stainless steel seamless tube,,,,,,,,,,
2604562206,,C-F Westin,,,,,,,,,
2354321426,Isolation and identification of phenols from Cynanchum paniculatum,,,,,,,,,,
2440289822,,W. R. Hess,,,,,,,,,
2954356650,,Anne E. Pusey,,,,,,,,,
2951643512,High Pressure and High Temperature Synthesis and Characterization of a New Mixed Valence Perovskite Oxide Eu0.62K0.38TiO3.,,,,,,,,,,
2182809019,,Silvia Yanirawati,,,,,,,,,
2892149417,,Fateme Rajabi,,,,,,,,,
2736180611,,James W Mcintyre,,,,,,,,,
2415261937,Xenopus cell lines.,,,,,,,,,,
2337881865,合金成分对Cu-Ni-Nb-Mo合金组织及热物性的影响,,,,,,,,,,
3006819710,,Mast Dipl-Phys Fred August,,,,,,,,,
2124030674,,Douglas W. Phillips,,,,,,,,,
2838052369,Improvements in Hand Propelled Folding Carriages or Wheeling Chairs.,,,,,,,,,,
2744286821,1井の湖南省桑Ye頁岩は弾性の波速実験研究【JST・京大機械翻訳】,,,,,,,,,,
313479669,Isotopic Exchange of Deuterium Between Hydrogen and Water in Vapor Phase. Report No. 56; INTERCAMBIO ISOTOPICO DE DEUTERIO ENTRE EL HIDROGENO Y EL AGUA EN FASE VAPOR. INFORME NO. 56,,,,,,,,,,
2740028663,"Prozess und vorrichtung zur behandlung eines arbeitsstücks, wie zum beispiel eines halbleiterwafers Process and apparatus for treating a workpiece, such as a semiconductor wafer",,,,,,,,,,
2610996130,SICHERHEITSVERPACKUNG FÜR EINE FLASCHE FÜR MEDIZINISCHE ANWENDUNGEN,,,,,,,,,,
2832140305,High-shrinkage fiber drawing machine,,,,,,,,,,
2929260713,Clock based on bookshelf plywood,,,,,,,,,,
2051443548,"Syntheses and Excitatory Activities of Some Aromatic Kainoids, Acromelic Acid Analogues.",,,,,,,,,,
2934790338,Tensile detection device of carborundum cladding tube hoop,,,,,,,,,,
1574462495,A Dual Challenge for the Complexity: The Adaptation of Both Complex Entities – The Science and the (Hypothetical) Real System,,,,,,,,,,
2281845147,Prosperity--of the capitalist variety--as a cause of death.,,,,,,,,,,
2189747131,,P. Ayvazian,,,,,,,,,
2864542733,,Shin Gyeong Su,,,,,,,,,
2565723586,,M. Egeblad,,,,,,,,,
2968471909,Building curtain wall outer edge intelligent cleaning device,,,,,,,,,,
2783631954,"SOME f(3, ϵ) STRUCTURE MANIFOLDS",,,,,,,,,,
2957563708,Building energy-saving lighting device,,,,,,,,,,
2399704225,,常小林,,,,,,,,,
2042877396,Constructing mandibular implants during surgery,,,,,,,,,,
2875873420,ELECTRICALLY FLOCKED STRUCTURE,,,,,,,,,,
2699467245,,Larry Curtis Madrigal,,,,,,,,,
2843036281,,Zhu Xinhua,,,,,,,,,
1975066523,,I.L. Nekrasova,,,,,,,,,
653222944,家族生活-4-経済生活水準追求期の家族,,,,,,,,,,
2702693321,,Antonella Carlo,,,,,,,,,
2984807424,"1,2,4-Triazole-conjugated 1,3,4-thiadiazole hybrid scaffolds: A potent ameliorant of carrageenan-induced inflammation by lessening proinflammatory mediators.",,,,,,,,,,
2012972243,Resting energy expenditure and mutations in cystic fibrosis children,,,,,,,,,,
2988785584,つくる・つなぐ・ひらく(第4回)インターネット相談活動の実践 : ICTを用いたアウトリーチ活動とソーシャルアクション,,,,,,,,,,
1962006936,Wykorzystanie platformy hydraulicznej do budowy urządzenia testowego,,,,,,,,,,
2754535472,Formation of photographic image,,,,,,,,,,
2945248805,Library Guides: Law & Legal Studies Research Guide: Introduction,,,,,,,,,,
1934001100,,N. Henriot,,,,,,,,,
3021241410,Poster Session 2P2.28: Image-Guided Radiofrecuency Ablation of Lung Metastases. A Single Cancer Center Experience in Panama: Track: Supportive Care and Others,,,,,,,,,,
2318615735,,V. V. Simirskii,,,,,,,,,
2818795774,Verfahren zur Herstellung von hochmolekularen Polyacetalen,,,,,,,,,,
2930746227,"CHARACTER RECOGNITION DEVICE, CHARACTER RECOGNITION METHOD, AND RECORDING MEDIUM",,,,,,,,,,
2848158052,Opioid Prescribing to Adolescents in the United States From 2005 to 2016.,,,,,,,,,,
3026169326,,Zhang Guanwu,,,,,,,,,
2597842893,,M. K. Redoy,,,,,,,,,
2767940683,,Richard P. Shank,,,,,,,,,
1738404364,Från Ideell till Kommersiell - En studie av ishockeyföreningars verksamhetsidé,,,,,,,,,,
1040495802,La migración internacional y la comunidad científica: propuestas y resultados,,,,,,,,,,
2005466023,HPDC,,,,,,,,,,
641394259,Antinomies of education and their resolution in liberal arts,,,,,,,,,,
2871821556,,Hu Bai,,,,,,,,,
2394523940,Research Guides: Innovation Lab & Makerspace: How is the Makerspace used?,,,,,,,,,,
2791929538,,Ndambangha Linge Ayubah,,,,,,,,,
2375140606,Adverse Drug Reactions from Apr. 2008 to Dec. 2009:Analysis of 445 Cases,,,,,,,,,,
2654162170,,Donna M. Speckman,,,,,,,,,
2656209020,,辛在仁,,,,,,,,,
412749035,Diethylstilbestrol 誘発ハムスター腎腫瘍の組織発生に関する酵素組織化学的研究 特に Alkaline phosphatase を中心として,,,,,,,,,,
2835298003,AGENT FOR TREATMENT OF LATE DEGENERATIVE DISEASE OF NERVOUS SYSTEM,,,,,,,,,,
2607058839,,RS Rathor,,,,,,,,,
2514078402,As yet uncertain: a portrait in procession,,,,,,,,,,
30438587,,Dietrich Pirck,,,,,,,,,
57991920,La memoria en la obra de las poetas hispanocanadienses Yvonne América Truque y Carmen Rodríguez,,,,,,,,,,
1911176648,주문형 비디오 서버에서의 효율적인 버퍼관리 기법,,,,,,,,,,
2174850071,,R. Gansert,,,,,,,,,
1528247121,Mastocitosis cutánea de distribución unilateral en un niño,,,,,,,,,,
2232396326,Local and global impacts on the fair-weather electric field in Israel,,,,,,,,,,
299868539,小・中学校教員養成における介護等体験等特例法の意義と課題 : 福祉が教育課程に生きるために,,,,,,,,,,
2633538014,,孔伟金,,,,,,,,,
629532375,Data on ventilation,,,,,,,,,,
2808197201,A questionnaire survey in 2010 about frequently discussed problems in the school health management for members of Japan Organization of Clinical Dermatologists (JOCD),,,,,,,,,,
2621210719,Performance of Rank Metric Codes for Narrow-band PLC Smart Grid Networks,,,,,,,,,,
2275201850,Method for forming connector terminal electrodes of a lamination capacitor,,,,,,,,,,
2930748922,"Ready-to-eat baked diced chickens circulated at room temperature, and making method of ready-to-eat baked diced chickens circulated at room temperature",,,,,,,,,,
2642821049,,Marcantonio Camargo,,,,,,,,,
3014482654,Effects of Occupational Noise on the Hearing Ability of Outpatient Clinic Nurses in Different Classes of Hospitals in Guangzhou,,,,,,,,,,
2468140000,Samme utdanning - ulik jobb? : spesialiseringspreferanser hos kvinnelige og mannlige politistudenter,,,,,,,,,,
2749595384,炭素結合炭素繊維複合材料のための二重抗酸化保護のミクロ構造及びアブレーション挙動【Powered by NICT】,,,,,,,,,,
615456459,立法・裁判・法務行政の動き 人事訴訟手続法の見直し等に関する要綱中間試案の補足説明,,,,,,,,,,
599571223,"諫早湾湾口部における2007年夏季の潮流流速に関する現地観測(海洋・海域(2),一般講演)",,,,,,,,,,
2987284657,,Julie A. Davies,,,,,,,,,
2595856446,,Shul'ga Nm,,,,,,,,,
2800432980,Brudbloss och jungfrulin,,,,,,,,,,
2087691231,Propelling vaccinia virus to the neighbours,,,,,,,,,,
227833430,Family Correlates of Delinquency: Cohesion And Adaptability,,,,,,,,,,
2877762027,,Chang Main,,,,,,,,,
2855997024,,Ikeda Katsuya,,,,,,,,,
2722575681,,Gill Andrews Pratt,,,,,,,,,
2182618772,Case report: the clinical significance of an azygous anterior cerebral artery,,,,,,,,,,
1530110731,System and method for executing interactive applications with minimal privileges,,,,,,,,,,
2819525060,TORQUE DOWN CONTROL DEVICE IN AUTOMATIC TRANSMISSION,,,,,,,,,,
2398353928,,Andreas Fröhlich,,,,,,,,,
2818434328,Fabric water-proofing agent,,,,,,,,,,
2627101233,,B Kodio,,,,,,,,,
2260027206,The Role of DNA Methylation in Regulation of the Murine Lhx3 Gene,,,,,,,,,,
2877985671,BUS ACCESS ARBITRATION CIRCUIT,,,,,,,,,,
2949904689,"Público escolar e museus: relação entre capital cultural e frequência a museus por alunos do ensino médio de Belo Horizonte, Minas Gerais.",,,,,,,,,,
1974272580,Book Review: Chiral Intermediates. By Cynthia A. Challener,,,,,,,,,,
2914961560,Theoretical and experimental studies of impacts of heat shields on heat pipe evacuated tube solar collector,,,,,,,,,,
2844921861,OPTICAL FIBER TESTING APPARATUS,,,,,,,,,,
1986104901,"Growth of solid solution crystals (Pb, Sn)Te and (Pb, Ge)Te doped with Ga and In",,,,,,,,,,
1548797027,WAFR,,,,,,,,,,
2047116646,,Takehide Fumimori,,,,,,,,,
1988012827,Second-order necessary conditions in a domain optimization problem,,,,,,,,,,
2679386904,,B. Huggan,,,,,,,,,
2886170528,,K. H. Hempel,,,,,,,,,
2687190980,,Maurice Levine,,,,,,,,,
2935941243,"Индукция повреждений ДНК в клетках костного мозга мышей при действии фарнезенов и 2,5-диметилпира",,,,,,,,,,
383417881,,D.J. Vaghari,,,,,,,,,
2676789322,,R. Kido,,,,,,,,,
2975089868,Rubber bushing vulcanizing mold,,,,,,,,,,
2967920090,,Shi Huan,,,,,,,,,
3016627365,The Psychology Behind Trademark Infringement and Counterfeiting,,,,,,,,,,
2567236299,THERMAL SPRAYING METHOD,,,,,,,,,,
1423685848,"To Broadway, To Life!: The Musical Theater of Bock and Harnick",,,,,,,,,,
2473586845,Optisches Führungssystem zum Führen zumindest einer optischen Linse,,,,,,,,,,
2786718297,Effect of cavity pre-fill and geometry on flow patterns and air entrapment in the die cavity in cold chamber die casting /,,,,,,,,,,
2021476963,Effects of exposure to noise on ion movement in guinea pig cochlea,,,,,,,,,,
2615973052,,W. Robert Kelley,,,,,,,,,
3034398075,,Hüseyin Şentürk,,,,,,,,,
2177504419,Innovaciones en el Museo de La Plata: una sala dedicada al Sistema Tierra,,,,,,,,,,
2025375652,"DHEA-S Levels and Cardiovascular Disease Mortality in Postmenopausal Women: Results from the National Institutes of Health—National Heart, Lung, and Blood Institute (NHLBI)-Sponsored Women’s Ischemia Syndrome Evaluation (WISE)",,,,,,,,,,
2253191131,,Detlev Boettger,,,,,,,,,
2845471385,CONNECTING LOCK MEMBER OF CASING JOINT,,,,,,,,,,
580249434,Step-scan Fourier transform infrared absorption spectroscopy of large acetylene and benzene clusters in pulsed supersonic jets,,,,,,,,,,
2409563846,[The level of 11-OCS in peripheral blood of adrenalectomized and castrated rats of different sexes].,,,,,,,,,,
2880269582,,Akiyama Nori,,,,,,,,,
2547508779,الأبعاد الثقافية في الأدبيات العلمية المقررة في التعليم الطبي الفرنكفوني,,,,,,,,,,
2593766650,Oral health: What is gum disease?,,,,,,,,,,
2724014081,,YiFei Zhu,,,,,,,,,
1854121966,'Just an unfortunate coincidence': Children's understanding of haemophilia genetics and inheritance,,,,,,,,,,
2043445567,Hypothyroidism presenting with respiratory muscle weakness.,,,,,,,,,,
2408022635,Einrichtung zur Detektierung eines mit einem elektronischen Sicherungselement versehenen Artikels,,,,,,,,,,
2316227253,"Sören Rieger: Der rechtliche Schutz wissenschaftlicher Datenbanken – Mohr Siebeck – Tübingen 2010 – 306 Seiten – 59,– €.",,,,,,,,,,
2527582484,Doigt à ressaut,,,,,,,,,,
1987457854,A HEALTH OFFICER'S APPROACH TO THE CONTROL OF TUBERCULOSIS*,,,,,,,,,,
628743539,"Special events : inside & out : a how-to approach to event production, marketing, and sponsorship",,,,,,,,,,
2061527843,Chorea in childhood systemic lupus erythematosus.,,,,,,,,,,
2151749523,,Alan Williamson,,,,,,,,,
2411698586,,M. M. Morales-Gana,,,,,,,,,
2855780394,,Hoeven Marion Morgan,,,,,,,,,
2410427288,"P11 眼球および歯根膜オキシタラン線維の形成過程におけるMAGP-1の解析(ポスター2,第42回福岡歯科大学学会総会抄録)",,,,,,,,,,
2991775448,Electrochemical machining method for outer circle surface step forming based on voltage control,,,,,,,,,,
2880986679,,Wang Tongxing,,,,,,,,,
2983951750,Method and device for establishing communication connection with maintenance personnel and vehicle washing system,,,,,,,,,,
2104595243,A device for rapidly checking x-ray beam uniformity.,,,,,,,,,,
2776408132,Access execution method and apparatus in a wireless lan system,,,,,,,,,,
2769744756,APLICACIÓN DE UN PLAN DE MANTENIMIENTO PREVENTIVO EN LA LÍNEA ISOTÓNICA PARA REDUCIR TIEMPOS DE PARADA EN PRODUCCIÓN DE LA EMPRESA AJEPER PLANTA HUACHIPA LIMA 2015,,,,,,,,,,
2132283303,Prediction of Failure Loads of RC Dapped-End Beams,,,,,,,,,,
3016114486,,Juan Carlos Cárdenas-Dávalos,,,,,,,,,
2926218878,Hydraulic pressure umbrella drill slag discharging mechanism's water conservation structure,,,,,,,,,,
2521312519,Invito alla produttività: semiespansi strutturali come e perché,,,,,,,,,,
2934419776,,Qian Yi,,,,,,,,,
3016711775,,Barbora Uhliarova,,,,,,,,,
2858614124,,Ishikawa Yukio,,,,,,,,,
1981130549,Antibiotics as First-line Therapy for Acute Appendicitis: Evidence for a Change in Clinical Practice,,,,,,,,,,
3018243080,,綾部 和則,,,,,,,,,
2755978187,,アー．ヤー． アンゲルセン、ビョルン,,,,,,,,,
2181144137,Occurrence of Anopheles hermsi (Diptera: Culicidae) in Arizona and Colorado,,,,,,,,,,
3030863589,"Una conversación interminable (comentario sobre los amistosos, comentarios de nuestros colegas)",,,,,,,,,,
2539247451,SIGNALABHÄNGIGER HYSTERESE FÜR SCHALTUNGEN MIT REDUZIERTEM SIGNALHUB,,,,,,,,,,
2353398410,Relationship between Public Participation and Public Confidence of Cadres' Selection and Appointment,,,,,,,,,,
815738807,,马梦然,,,,,,,,,
