patent_id,inventor_sequence,inventor_id,disambig_inventor_name_first,disambig_inventor_name_last,male_flag,attribution_status,location_id
3958145,0,fl:al_ln:jack-3,Alexander Gray,Jack,1.0,1,789bce50-16c8-11ed-9b5f-1234bde3cd05
10795819,2,fl:vi_ln:cave-1,Vincent,Cave,1.0,1,c23317c8-16c7-11ed-9b5f-1234bde3cd05
7268209,0,fl:ma_ln:ishima-1,Masahiro,Ishima,1.0,1,210d5d98-16c8-11ed-9b5f-1234bde3cd05
10449581,3,fl:st_ln:woosley-1,Steve,Woosley,1.0,1,c54b3ae7-16c7-11ed-9b5f-1234bde3cd05
5941353,1,fl:ya_ln:odachi-1,Yasuharu,Odachi,1.0,1,4b0034da-16c8-11ed-9b5f-1234bde3cd05
9387197,0,fl:va_ln:king-2,Vanja Margareta,King,1.0,1,cc8b6517-16c7-11ed-9b5f-1234bde3cd05
7969949,0,fl:er_ln:liu-13,Erwu,Liu,,99,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
5022660,2,fl:mi_ln:sylvia-2,Milton,Sylvia,1.0,1,69cbef97-16c8-11ed-9b5f-1234bde3cd05
7190813,1,fl:do_ln:britton-2,Douglas,Britton,1.0,1,f44629d1-16c7-11ed-9b5f-1234bde3cd05
5148873,1,fl:ji_ln:ray-2,Jimmy C.,Ray,1.0,1,c92f2e1b-16c7-11ed-9b5f-1234bde3cd05
9314564,2,fl:ja_ln:long-20,James R.,Long,1.0,1,e583f312-16c7-11ed-9b5f-1234bde3cd05
5283818,1,fl:ro_ln:hotto-1,Robert,Hotto,1.0,1,808619a7-16c8-11ed-9b5f-1234bde3cd05
8311778,0,fl:an_ln:bronczyk-1,Andrew James,Bronczyk,1.0,1,ce2a6f03-16c7-11ed-9b5f-1234bde3cd05
10795431,5,fl:jo_ln:peters-25,John Kanikula,Peters,1.0,1,15c69712-16c8-11ed-9b5f-1234bde3cd05
4226777,0,fl:ku_ln:baum-1,Kurt,Baum,1.0,1,198b2267-16c8-11ed-9b5f-1234bde3cd05
10942863,0,fl:st_ln:wallach-1,Steven Jeffrey,Wallach,1.0,1,439af3dd-16c8-11ed-9b5f-1234bde3cd05
10611386,2,fl:mi_ln:li-46,Minggang,Li,,99,358d40d0-16c8-11ed-9b5f-1234bde3cd05
9857468,3,fl:al_ln:villeneuve-1,Alain,Villeneuve,1.0,1,7867e819-16c8-11ed-9b5f-1234bde3cd05
8477434,3,fl:ic_ln:kurihara-1,Ichiro,Kurihara,1.0,1,b47a5f39-16c7-11ed-9b5f-1234bde3cd05
6331581,1,fl:hi_ln:takanashi-6,Hidefumi,Takanashi,1.0,1,22028560-16c8-11ed-9b5f-1234bde3cd05
5674928,2,fl:fr_ln:vanbeek-1,Franciscus Johannes Maria,van Beek,1.0,1,
9670540,0,fl:fr_ln:barany-1,Francis,Barany,1.0,1,92237ca2-16c8-11ed-9b5f-1234bde3cd05
6896602,1,fl:ma_ln:aizawa-18,Masami,Aizawa,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
5705837,0,fl:hi_ln:tanigawa-17,Hiroshi,Tanigawa,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
10974159,4,fl:br_ln:koepp-1,Bryan Stephen,Koepp,1.0,1,ef23b673-16c7-11ed-9b5f-1234bde3cd05
9926371,7,fl:ar_ln:horwitz-1,Arnold,Horwitz,1.0,1,c59b8b6b-16c7-11ed-9b5f-1234bde3cd05
4083055,1,fl:ta_ln:itagaki-16,Takuo,Itagaki,,99,
D694014,0,fl:ts_ln:tsai-68,Tsung-Yu,Tsai,,98,8fb65d2f-16c8-11ed-9b5f-1234bde3cd05
8847618,0,fl:gr_ln:michalko-1,Gregory J.,Michalko,1.0,1,e029b435-16c7-11ed-9b5f-1234bde3cd05
9718041,2,fl:ya_ln:shi-20,Yanlong,Shi,,99,0995640a-16c8-11ed-9b5f-1234bde3cd05
4896686,1,fl:ti_ln:mayer-3,Timothy G.,Mayer,,98,e7f7f732-16c7-11ed-9b5f-1234bde3cd05
4793870,1,fl:ph_ln:roberts-4,Philip Mark Shryane,Roberts,1.0,1,e5c418ab-16c7-11ed-9b5f-1234bde3cd05
10144634,5,fl:yu_ln:lee-454,Yung Woo,Lee,,98,1aeb68dd-16c8-11ed-9b5f-1234bde3cd05
7785498,1,fl:ar_ln:zhamu-1,Aruna,Zhamu,0.0,1,f13f79ef-16c7-11ed-9b5f-1234bde3cd05
7316463,0,fl:yu_ln:ikemoto-9,Yuichiro,Ikemoto,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
5023733,6,fl:ka_ln:yoda-3,Kaneo,Yoda,1.0,1,9da356b5-16c8-11ed-9b5f-1234bde3cd05
8527209,0,fl:ro_ln:hyde-1,Roderick A.,Hyde,1.0,1,816d1200-16c8-11ed-9b5f-1234bde3cd05
9459366,4,fl:le_ln:larsen-1,Leif Johan,Larsen,1.0,1,5fb965f9-16c8-11ed-9b5f-1234bde3cd05
6815997,1,fl:wo_ln:kluge-2,Wolfram,Kluge,1.0,1,20e75b5c-16c8-11ed-9b5f-1234bde3cd05
8725878,4,fl:su_ln:biddappa-1,Sukesh Kumar,Biddappa,,99,df3e62e2-16c7-11ed-9b5f-1234bde3cd05
7701536,0,fl:ch_ln:tsai-424,Ching-Yu,Tsai,1.0,1,90eaa921-16c8-11ed-9b5f-1234bde3cd05
9197689,0,fl:ho_ln:ha-7,Ho-jin,Ha,1.0,1,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
9588016,2,fl:ka_ln:takeuchi-38,Katsuhiko,Takeuchi,1.0,1,8bf168e1-16c8-11ed-9b5f-1234bde3cd05
7177050,0,fl:te_ln:mead-3,Terance William,Mead,1.0,1,43ef9ad1-16c8-11ed-9b5f-1234bde3cd05
5902724,1,fl:al_ln:benight-1,Albert S.,Benight,1.0,1,e5e40109-16c7-11ed-9b5f-1234bde3cd05
8211231,1,fl:da_ln:levy-20,David H.,Levy,1.0,1,d929a955-16c7-11ed-9b5f-1234bde3cd05
9778316,2,fl:gr_ln:mrugalski-1,Grzegorz,Mrugalski,1.0,1,6202fa7e-16c8-11ed-9b5f-1234bde3cd05
8779310,4,fl:da_ln:saxl-1,David,Saxl,1.0,1,babb603f-16c7-11ed-9b5f-1234bde3cd05
5278962,2,fl:sh_ln:matsui-32,Shigezumi,Matsui,1.0,1,a13ecd64-16c8-11ed-9b5f-1234bde3cd05
7488089,0,fl:se_ln:park-115,Se-Ki,Park,,99,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
D534984,3,fl:je_ln:tomlinson-2,Jeff,Tomlinson,1.0,1,c18c381d-16c7-11ed-9b5f-1234bde3cd05
11449271,5,fl:vi_ln:moschiano-2,Violante,Moschiano,0.0,1,9dd8925e-16c8-11ed-9b5f-1234bde3cd05
6009026,0,fl:ro_ln:tamlyn-1,Robert,Tamlyn,1.0,1,08353fb8-16c8-11ed-9b5f-1234bde3cd05
11399626,0,fl:sh_ln:chen-1028,Shuai,Chen,1.0,1,ec2f0cf3-16c7-11ed-9b5f-1234bde3cd05
7834308,12,fl:yo_ln:okuda-18,Yoshiyuki,Okuda,1.0,1,a4210146-16c8-11ed-9b5f-1234bde3cd05
9043777,1,fl:ed_ln:klodnicki-1,Edward J.,Klodnicki,1.0,1,03373085-16c8-11ed-9b5f-1234bde3cd05
5999699,0,fl:ga_ln:hyatt-1,Gary F.,Hyatt,1.0,1,fb524105-16c7-11ed-9b5f-1234bde3cd05
9203756,2,fl:as_ln:chheda-1,Ashvin,Chheda,1.0,1,c8ea0862-16c7-11ed-9b5f-1234bde3cd05
D825457,0,fl:zh_ln:yang-175,Zhaolin,Yang,,99,6d7973ce-16c8-11ed-9b5f-1234bde3cd05
7743214,3,fl:ni_ln:witchey-1,Nicholas J.,Witchey,1.0,1,c2b9a49f-16c7-11ed-9b5f-1234bde3cd05
5132718,1,fl:re_ln:seki-2,Reiji,Seki,1.0,1,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
8603381,1,fl:st_ln:harrer-1,Stefan,Harrer,1.0,1,235e285e-16c8-11ed-9b5f-1234bde3cd05
4301126,1,fl:er_ln:voelkl-1,Erfried,Voelkl,1.0,1,5ce6c926-16c8-11ed-9b5f-1234bde3cd05
8447368,0,fl:th_ln:zettler-1,Thomas,Zettler,1.0,1,13534dc9-16c8-11ed-9b5f-1234bde3cd05
6275710,1,iwmdxm374glj8mc9yhvudh7ag,Mirja,Pautamo,0.0,1,5eacb734-16c8-11ed-9b5f-1234bde3cd05
D487747,2,fl:pi_ln:liu-29,Ping-Chang,Liu,0.0,1,90eaa921-16c8-11ed-9b5f-1234bde3cd05
10679086,0,fl:br_ln:zucker-2,Brent Vance,Zucker,1.0,1,f17e032f-16c7-11ed-9b5f-1234bde3cd05
4332563,0,fl:be_ln:weissman-2,Bernard,Weissman,1.0,1,92237ca2-16c8-11ed-9b5f-1234bde3cd05
4754918,0,2zpe4ze3w5rp0bh81fnyult21,Larry S.,Rolirad,1.0,1,ca1447c0-16c7-11ed-9b5f-1234bde3cd05
8458497,2,fl:gu_ln:jiao-9,Guofang,Jiao,1.0,1,1893009c-16c8-11ed-9b5f-1234bde3cd05
9284059,0,fl:pi_ln:prud'hommelacroix-2,Pierre,Prud'Homme-Lacroix,1.0,1,4668675d-16c8-11ed-9b5f-1234bde3cd05
7966511,1,fl:ef_ln:rotem-1,Efraim,Rotem,1.0,1,1216c28f-16c8-11ed-9b5f-1234bde3cd05
6284796,1,fl:wi_ln:mcclellan-4,William J.,McClellan,1.0,1,e4197561-16c7-11ed-9b5f-1234bde3cd05
10683365,3,fl:mu_ln:ishikawa-1,Muriel Y.,Ishikawa,0.0,1,2119e392-16c8-11ed-9b5f-1234bde3cd05
7497576,0,fl:jo_ln:park-143,Jong Myoung,Park,1.0,1,75436e0d-16c8-11ed-9b5f-1234bde3cd05
8773440,1,fl:ha_ln:lin-129,Hao-Lin,Lin,0.0,1,3b444e27-16c8-11ed-9b5f-1234bde3cd05
4906331,1,fl:ch_ln:chen-1484,Cheng-I,Chen,,99,f6900d84-16c7-11ed-9b5f-1234bde3cd05
6280806,2,n90kfkq0oli4ewhjykn1l4u1n,Bum-je,Jeaun,1.0,1,6c4b1d13-16c8-11ed-9b5f-1234bde3cd05
9126403,0,fl:hi_ln:ojiro-1,Hinako,Ojiro,0.0,1,fdec3bf0-16c7-11ed-9b5f-1234bde3cd05
6053401,0,fl:ja_ln:andrews-24,Jared P.,"Andrews, Sr.",0.0,1,c3f69d07-16c7-11ed-9b5f-1234bde3cd05
4973819,0,fl:br_ln:thatcher-3,Bryan C.,Thatcher,1.0,1,198a920f-16c8-11ed-9b5f-1234bde3cd05
8717868,0,fl:jo_ln:yoakum-1,John H.,Yoakum,1.0,1,6d380d52-16c8-11ed-9b5f-1234bde3cd05
10867350,0,fl:ar_ln:studnitzer-1,Ari,Studnitzer,1.0,1,e1c05366-16c7-11ed-9b5f-1234bde3cd05
5278643,1,fl:to_ln:nagai-11,Toshikazu,Nagai,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
8541011,0,fl:sh_ln:lin-423,Shaow B.,Lin,1.0,1,eca9c9d0-16c7-11ed-9b5f-1234bde3cd05
RE46953,2,fl:da_ln:chen-8,Danny Ziyi,Chen,,99,e4780ace-16c7-11ed-9b5f-1234bde3cd05
5669528,0,fl:jo_ln:romero-7,Johnie,Romero,,99,cdfaf50d-16c7-11ed-9b5f-1234bde3cd05
8779502,3,fl:da_ln:hagishima-1,Daisuke,Hagishima,1.0,1,1c0a3d5a-16c8-11ed-9b5f-1234bde3cd05
4100379,3,fl:di_ln:redshaw-2,Digby R.,Redshaw,1.0,1,18331a1b-16c8-11ed-9b5f-1234bde3cd05
7888902,3,fl:br_ln:rowan-3,Bryan Scott,Rowan,0.0,1,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9990087,0,fl:pe_ln:richards-5,Peter W.,Richards,1.0,1,4affd925-16c8-11ed-9b5f-1234bde3cd05
5767712,7,fl:hi_ln:mochizuki-10,Hirohiko,Mochizuki,1.0,1,1c0a3d5a-16c8-11ed-9b5f-1234bde3cd05
7757475,3,fl:mo_ln:tsukamoto-1,Moriaki,Tsukamoto,1.0,1,8bdec413-16c8-11ed-9b5f-1234bde3cd05
8273839,0,fl:ja_ln:backer-1,Jan Adolph Dam,Backer,1.0,1,5838c70b-16c8-11ed-9b5f-1234bde3cd05
6802186,4,fl:ri_ln:hornung-2,Richard E.,Hornung,1.0,1,e6ac47b5-16c7-11ed-9b5f-1234bde3cd05
6395726,3,fl:ge_ln:francisco-2,Gerardo,Francisco,1.0,1,0e5f71a9-16c8-11ed-9b5f-1234bde3cd05
9353172,1,fl:sv_ln:lindenberg-1,Svend,Lindenberg,1.0,1,5fba16bd-16c8-11ed-9b5f-1234bde3cd05
4740771,2,fl:no_ln:kobayashi-17,Nobuo,Kobayashi,0.0,1,4a3fea3d-16c8-11ed-9b5f-1234bde3cd05
4503275,1,fl:al_ln:dennis-2,Alan J.,Dennis,1.0,1,49fe6fcc-16c8-11ed-9b5f-1234bde3cd05
10870638,0,fl:to_ln:ueki-2,Toshihiko,Ueki,1.0,1,8d09bc30-16c8-11ed-9b5f-1234bde3cd05
10964132,0,fl:ra_ln:sundareswara-1,Rashmi N.,Sundareswara,0.0,1,
6609092,1,fl:do_ln:kim-197,Doh-Suk,Kim,1.0,1,9313e6b2-16c8-11ed-9b5f-1234bde3cd05
8099976,3,fl:gu_ln:shao-7,Guojiang,Shao,1.0,1,6d7973ce-16c8-11ed-9b5f-1234bde3cd05
9472122,0,fl:ch_ln:sakezles-1,Christopher,Sakezles,1.0,1,ef03dde8-16c7-11ed-9b5f-1234bde3cd05
D457786,0,fl:pa_ln:wrob-1,Patrick J.,Wrob,1.0,1,e029de9e-16c7-11ed-9b5f-1234bde3cd05
4064785,1,j2azgtt4rea9b4y7woew3zl3z,Joseph Theo,Renison,1.0,1,249494a9-16c8-11ed-9b5f-1234bde3cd05
8675931,1,fl:gr_ln:slabaugh-2,Gregory G.,Slabaugh,1.0,1,b38b1284-16c7-11ed-9b5f-1234bde3cd05
5939562,2,fl:ja_ln:rantanen-3,Jaana,Rantanen,0.0,1,bab12027-16c7-11ed-9b5f-1234bde3cd05
7489149,5,fl:jo_ln:dunklee-1,John,Dunklee,1.0,1,c111042f-16c7-11ed-9b5f-1234bde3cd05
9510750,0,fl:ke_ln:saito-26,Kenichi,Saito,1.0,1,005e2495-16c8-11ed-9b5f-1234bde3cd05
10171142,1,fl:sh_ln:zhang-465,Shunqing,Zhang,0.0,1,93778f03-16c8-11ed-9b5f-1234bde3cd05
6570523,2,fl:er_ln:sung-1,Eric,Sung,1.0,1,f130f9bf-16c7-11ed-9b5f-1234bde3cd05
6162758,2,fl:ro_ln:markl-1,Robert,Markl,1.0,1,
10601996,2,fl:ch_ln:hitchcock-1,Chad,Hitchcock,1.0,1,ef02c341-16c7-11ed-9b5f-1234bde3cd05
10745821,0,fl:ga_ln:loget-1,Gabriel Michel Pierre,Loget,1.0,1,198a3cb5-16c8-11ed-9b5f-1234bde3cd05
8258736,1,fl:ti_ln:grewe-1,Tim M.,Grewe,1.0,1,4ce21405-16c8-11ed-9b5f-1234bde3cd05
11255769,1,fl:fr_ln:ruggeri-2,Francesca,Ruggeri,1.0,1,27196ff2-16c8-11ed-9b5f-1234bde3cd05
4560103,0,fl:jo_ln:schulz-22,Joachim,Schulz,1.0,1,1e5df701-16c8-11ed-9b5f-1234bde3cd05
4051749,0,fl:re_ln:bell-2,Rex R.,Bell,1.0,1,439af3dd-16c8-11ed-9b5f-1234bde3cd05
4737160,0,fl:ho_ln:efner-1,Howard F.,Efner,1.0,1,df41c877-16c7-11ed-9b5f-1234bde3cd05
10790272,2,fl:li_ln:chang-162,Li-Fu,Chang,0.0,1,1893009c-16c8-11ed-9b5f-1234bde3cd05
9383502,1,fl:yi_ln:tseng-32,Yi-Chun,Tseng,0.0,1,90d48008-16c8-11ed-9b5f-1234bde3cd05
8656556,0,fl:ro_ln:bennett-6,Ronald W.,Bennett,0.0,1,6de57950-16c8-11ed-9b5f-1234bde3cd05
9116822,0,fl:mu_ln:kaynak-1,Mustafa N.,Kaynak,1.0,1,1893009c-16c8-11ed-9b5f-1234bde3cd05
11180492,6,fl:al_ln:verano-1,Alyssa,Verano,0.0,1,92237ca2-16c8-11ed-9b5f-1234bde3cd05
9820915,3,fl:el_ln:eliachar-2,Eliahu,Eliachar,1.0,1,1216c28f-16c8-11ed-9b5f-1234bde3cd05
8966409,1,fl:ho_ln:chen-99,Hong-Yan,Chen,0.0,1,8e6e9342-16c8-11ed-9b5f-1234bde3cd05
9072709,3,fl:ke_ln:behnam-1,Keyvan,Behnam,1.0,1,c3f6ebca-16c7-11ed-9b5f-1234bde3cd05
11282361,2,fl:ad_ln:ullal-2,Adeeti,Ullal,,98,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
9993628,1,fl:ma_ln:minas-1,Maritess,Minas,0.0,1,1893009c-16c8-11ed-9b5f-1234bde3cd05
10080672,2,fl:zh_ln:han-13,Zhixiu,Han,,99,0c4fb5d0-16c8-11ed-9b5f-1234bde3cd05
8252328,1,fl:pa_ln:palmer-12,Pamela,Palmer,0.0,1,4affd925-16c8-11ed-9b5f-1234bde3cd05
6795167,0,fl:ma_ln:ota-33,Masakatsu,Ota,,99,42f90495-16c8-11ed-9b5f-1234bde3cd05
D601898,0,fl:re_ln:ikeda-2,Retsu,Ikeda,0.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
8705042,1,fl:ch_ln:hauger-2,Christoph,Hauger,1.0,1,2acda6af-16c8-11ed-9b5f-1234bde3cd05
7841963,1,fl:no_ln:inagaki-10,Nobuaki,Inagaki,1.0,1,8bdea339-16c8-11ed-9b5f-1234bde3cd05
3977916,2,fl:th_ln:jones-2,Thorton K.,Jones,1.0,1,c8d3bbcd-16c7-11ed-9b5f-1234bde3cd05
6324961,3,fl:hi_ln:miyashita-4,Hideaki,Miyashita,1.0,1,34b4468e-16c8-11ed-9b5f-1234bde3cd05
10427567,2,fl:al_ln:dry-1,Alan George,Dry,1.0,1,edde4e20-16c7-11ed-9b5f-1234bde3cd05
8216437,0,fl:ge_ln:botte-1,Gerardine G.,Botte,0.0,1,f3f0c1c1-16c7-11ed-9b5f-1234bde3cd05
11456277,1,fl:ma_ln:hauer-1,Marc,Hauer,1.0,1,bb6cd1a0-16c7-11ed-9b5f-1234bde3cd05
5401783,0,fl:ra_ln:bowen-7,Rafael L.,Bowen,1.0,1,03365cfe-16c8-11ed-9b5f-1234bde3cd05
5412437,1,fl:yo_ln:iwahara-1,Yoshiaki,Iwahara,1.0,1,220292d4-16c8-11ed-9b5f-1234bde3cd05
6007865,5,fl:jo_ln:egan-10,John J.,Egan,0.0,1,093143eb-16c8-11ed-9b5f-1234bde3cd05
11164984,1,fl:do_ln:kang-126,Dongju,Kang,,98,1aeb3c64-16c8-11ed-9b5f-1234bde3cd05
7592900,2,fl:ri_ln:arling-1,Richard W.,Arling,1.0,1,0951012b-16c8-11ed-9b5f-1234bde3cd05
10422254,2,fl:to_ln:kajita-2,Tomohiro,Kajita,1.0,1,546f6557-16c8-11ed-9b5f-1234bde3cd05
9909883,0,fl:ni_ln:duan-1,Ning,Duan,1.0,1,3b444e27-16c8-11ed-9b5f-1234bde3cd05
8616548,1,fl:mi_ln:kawanishi-6,Minoru,Kawanishi,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
9093195,0,fl:ra_ln:kummer-2,Randy D.,Kummer,1.0,1,f69dc0b8-16c7-11ed-9b5f-1234bde3cd05
7830628,0,fl:gl_ln:schaefer-2,Glenn F.,Schaefer,1.0,1,005e2495-16c8-11ed-9b5f-1234bde3cd05
5290521,0,fl:al_ln:destefano-2,Albert M.,"DeStefano, Jr.",0.0,1,b290aafa-16c7-11ed-9b5f-1234bde3cd05
6238047,2,fl:hi_ln:kijimuta-1,Hitoshi,Kijimuta,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
8450532,2,fl:ia_ln:pickersgill-1,Iain Fraser,Pickersgill,1.0,1,05dce909-16c8-11ed-9b5f-1234bde3cd05
7894589,0,fl:ja_ln:bedingfield-3,James Carlton,"Bedingfield, Sr.",1.0,1,ec482a09-16c7-11ed-9b5f-1234bde3cd05
6082636,3,fl:ta_ln:kondo-75,Takatoshi,Kondo,1.0,1,b33d35e4-16c7-11ed-9b5f-1234bde3cd05
9602753,2,fl:ko_ln:nakamura-36,Kohichi,Nakamura,1.0,1,1c0a3d5a-16c8-11ed-9b5f-1234bde3cd05
8844886,0,fl:ed_ln:mejia-3,Edson A.,Mejia,1.0,1,f4141084-16c7-11ed-9b5f-1234bde3cd05
5751567,3,fl:ta_ln:aihara-9,Takashi,Aihara,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
9117478,1,fl:ka_ln:sugawara-19,Katsuya,Sugawara,0.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
10060038,1,fl:do_ln:jenkins-9,Donald G.,Jenkins,1.0,1,cc8b6517-16c7-11ed-9b5f-1234bde3cd05
11321797,3,fl:ma_ln:formato-1,Marci D.,Formato,0.0,1,0e5af0e3-16c8-11ed-9b5f-1234bde3cd05
6971789,0,fl:hi_ln:nakamura-64,Hisao,Nakamura,,99,6de5356f-16c8-11ed-9b5f-1234bde3cd05
7279007,0,fl:se_ln:nikolic-1,Serjan D.,Nikolic,,99,4affd925-16c8-11ed-9b5f-1234bde3cd05
4287127,2,fl:ge_ln:harrison-3,George E.,Harrison,1.0,1,3db8f69d-16c8-11ed-9b5f-1234bde3cd05
10942003,0,fl:al_ln:diblasio-1,Alexander Robert,DiBlasio,1.0,1,fe4b91b1-16c7-11ed-9b5f-1234bde3cd05
10377806,6,fl:ra_ln:camphausen-1,Ray,Camphausen,1.0,1,0bfbd22a-16c8-11ed-9b5f-1234bde3cd05
D891417,0,fl:sh_ln:pasternak-1,Shawn,Pasternak,1.0,1,198b1bb2-16c8-11ed-9b5f-1234bde3cd05
9071868,0,fl:ze_ln:neumeier-1,Zeev,Neumeier,1.0,1,b21cc8f7-16c7-11ed-9b5f-1234bde3cd05
10580471,5,fl:ka_ln:yamane-2,Kazutaka,Yamane,1.0,1,1d2251c8-16c8-11ed-9b5f-1234bde3cd05
D658673,2,fl:de_ln:trabona-1,Denise Michele,Trabona,0.0,1,5836da24-16c8-11ed-9b5f-1234bde3cd05
5563363,1,fl:ro_ln:vernet-1,Robert,Vernet,1.0,1,491f5376-16c8-11ed-9b5f-1234bde3cd05
9747031,1,fl:ni_ln:palsule-1,Ninad S.,Palsule,1.0,1,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
8523548,1,fl:ma_ln:masuda-20,Masanori,Masuda,1.0,1,8a6b93a0-16c8-11ed-9b5f-1234bde3cd05
9884110,0,fl:wi_ln:heyward-1,William L.,Heyward,1.0,1,c8a494cf-16c7-11ed-9b5f-1234bde3cd05
D948751,0,fl:an_ln:vandenberg-5,Andrew J.,VandenBerg,,98,e5b9b8fc-16c7-11ed-9b5f-1234bde3cd05
7540648,1,fl:ch_ln:lee-310,Chen-Sheng,Lee,1.0,1,8faff863-16c8-11ed-9b5f-1234bde3cd05
7724685,2,fl:th_ln:helstern-1,Thomas K.,Helstern,1.0,1,08f312ac-16c8-11ed-9b5f-1234bde3cd05
8702991,0,fl:ju_ln:kniep-1,Justin S.,Kniep,1.0,1,90fc1193-16c8-11ed-9b5f-1234bde3cd05
9055913,7,fl:yv_ln:trousset-1,Yves,Trousset,1.0,1,44ddcd2f-16c8-11ed-9b5f-1234bde3cd05
7213068,2,fl:sh_ln:naqvi-2,Shamin A.,Naqvi,0.0,1,a6938f5d-16c8-11ed-9b5f-1234bde3cd05
4649702,0,fl:ro_ln:betts-1,Robert E.,Betts,1.0,1,e114e000-16c7-11ed-9b5f-1234bde3cd05
7507674,1,fl:wo_ln:kim-135,Won-joo,Kim,1.0,1,3eea8bf8-16c8-11ed-9b5f-1234bde3cd05
4885893,1,fl:ja_ln:armstrong-24,James E.,Armstrong,1.0,1,4e49a0a0-16c8-11ed-9b5f-1234bde3cd05
6475067,1,fl:jo_ln:allen-25,John J.,Allen,1.0,1,f9d821d8-16c7-11ed-9b5f-1234bde3cd05
4983608,2,fl:la_ln:davis-39,Larry,Davis,1.0,1,b24d4691-16c7-11ed-9b5f-1234bde3cd05
11093091,1,fl:yu_ln:zhang-268,Yuheng,Zhang,,98,35aac0ef-16c8-11ed-9b5f-1234bde3cd05
10497813,3,fl:to_ln:su-1,Tongshang,Su,1.0,1,3b444e27-16c8-11ed-9b5f-1234bde3cd05
6817046,1,fl:jo_ln:srour-1,Joey,Srour,1.0,1,72bdd31a-16c8-11ed-9b5f-1234bde3cd05
5694365,0,fl:ju_ln:nakai-2,Jun,Nakai,1.0,1,9defebc5-16c8-11ed-9b5f-1234bde3cd05
10106854,1,fl:ka_ln:srensen-1,Karina Dalsgaard,Sørensen,0.0,1,247f1523-16c8-11ed-9b5f-1234bde3cd05
10948551,0,fl:da_ln:thomas-81,Daniel,Thomas,0.0,1,22345123-16c8-11ed-9b5f-1234bde3cd05
6487581,0,fl:ku_ln:spence-1,Kurt E.,Spence,1.0,1,8f94a78e-16c8-11ed-9b5f-1234bde3cd05
10301849,0,fl:ja_ln:robinson-23,James D.,Robinson,1.0,1,f526e678-16c7-11ed-9b5f-1234bde3cd05
6878331,0,fl:da_ln:huang-19,Dai,Huang,1.0,1,edfaa0e3-16c7-11ed-9b5f-1234bde3cd05
6401539,2,fl:jo_ln:hossack-2,John A.,Hossack,1.0,1,a26e22db-16c8-11ed-9b5f-1234bde3cd05
11283440,2,fl:kl_ln:wuerflinger-1,Klaus,Wuerflinger,1.0,1,f8d50f69-16c7-11ed-9b5f-1234bde3cd05
10746497,0,fl:mi_ln:shaffer-4,Michael J.,Shaffer,1.0,1,f7e3ffdc-16c7-11ed-9b5f-1234bde3cd05
10343983,2,fl:jo_ln:hull-17,John W.,"Hull, Jr.",1.0,1,eca9c9d0-16c7-11ed-9b5f-1234bde3cd05
7492784,5,fl:yo_ln:oofuji-2,Yoshiaki,Oofuji,1.0,1,220292d4-16c8-11ed-9b5f-1234bde3cd05
4421526,0,fl:ro_ln:strickman-1,Robert L.,Strickman,1.0,1,fdebc858-16c7-11ed-9b5f-1234bde3cd05
8114004,1,fl:la_ln:beets-1,Larry E.,Beets,1.0,1,1d3ec090-16c8-11ed-9b5f-1234bde3cd05
10331589,1,fl:ro_ln:hod-1,Ronen,Hod,1.0,1,66ed53cd-16c8-11ed-9b5f-1234bde3cd05
9145351,4,fl:hi_ln:kanno-2,Hisashi,Kanno,1.0,1,42f90495-16c8-11ed-9b5f-1234bde3cd05
11396375,0,fl:ja_ln:teetzel-1,James W.,Teetzel,1.0,1,
5109748,1,fl:hu_ln:schneider-1,Hubert,Schneider,1.0,1,f8a75204-16c7-11ed-9b5f-1234bde3cd05
D347416,0,fl:mi_ln:hu-53,Ming-Liang,Hu,1.0,1,907fd3e1-16c8-11ed-9b5f-1234bde3cd05
10684856,3,fl:br_ln:thompto-1,Brian W.,Thompto,1.0,1,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
9953529,0,fl:su_ln:puradchithasan-1,Suresh,Puradchithasan,1.0,1,1831a2a8-16c8-11ed-9b5f-1234bde3cd05
4664550,0,fl:ro_ln:jachmann-1,Rolf D.,"Jachmann, deceased",1.0,1,2ed734c0-16c8-11ed-9b5f-1234bde3cd05
11374508,0,fl:ji_ln:zhou-189,Jian,Zhou,,99,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
