patent_id,attorney_sequence,attorney_id,disambig_attorney_organization
9365128,0,e74af1bf45220e2d147693528cc5b6ce,"Bookoff McAndrews, PLLC"
11194487,0,1a97ca0fedc8958ae3dde0aafbf81c1f,BainwoodHuang
D274149,1,a8244cc392786bc359c91fadeefe9802,
11264821,1,c0a129f6fdd5d449137d6810b6147463,
D677603,1,759f4eb6064ab8c947e3193ddd3bb19f,
6310590,0,44e8e0320bdf2ed88760458939d35f70,
7536042,0,0905b3f69292c03644a2fac06314102f,"Meyertons, Hood, Kivlin, Kowert & Goetzel, P.C."
4727463,0,edb551ae21fae89c9ff514dcb00f8a3a,"Fitzpatrick, Cella, Harper & Scinto"
10160566,1,71ce7a2e7d9ac6212b05ee52e33e131c,Clark Hill PLC
3931504,0,e4822fa0daf72fed3f60f8ea7f57c814,
7216279,0,bab76a88c1e748ca52e101b4a7160a9a,"Luedeka, Neely & Graham, P.C."
4759577,0,e4d1f711a43f1e3c5045154958070853,
8837132,0,f6e6ed32d6ef14b8d27bf997de655a6d,"Banner & Witcoff, Ltd."
5944713,0,417f658092c655785ebd6a09dec967a4,"Seidel, Gonda, Lavorgna & Monaco, PC"
10310540,0,519c536d1bd576d2995d83ca13bebb31,
9361557,0,7235ce4e2cc6f6d6afdad5b491a43c23,"Cowan, Liebowitz & Latman, P.C."
4535646,0,5ad07a2fcdb7554e1d8043208371ad62,
7892393,0,9ad603f895054a9d4898b3fc29fc1774,Schiff Hardin LLP
D819819,1,2a1b04342fbd26b95746f1acc952cf77,"Sinorica, LLC"
6290912,0,b35cad95d0a5676d4de7760794c366cb,
6865239,0,5ebb312b97b8536bff610492fb25e44b,Zagorin O'Brien Graham LLP
11368519,0,ac07c0d5d58b6b52ff3a5c1be5209f21,"Vista IP Law Group, LLP"
D382346,2,901a68a2583e7452e0d5007abf6a40c5,
4964985,0,59318ddb3f5f9a559e839bb37fca4ed2,
8785509,0,4093aaabdbffaafa0ef2780f615e7b5c,Jones Day
7159569,0,c210b7a714d0248a8b99c5f58bb14955,
7428928,0,22fdef51a4c9a241658a557c5603b60e,
5143286,1,eb8e3058cd69a3b17124fc0c2a2fee1e,
8305829,0,cc070bfa3b8690c2b15ea1a01bcd84f7,"Lowe Hauptman Ham & Berner, LLP"
10307258,0,0e8c1db653c667bbe67842af803824dd,
9587888,0,6767bae96615619842ccf993069437a2,Brinks Gilson & Lione
D815868,0,7723d30d7e9caa250810c0f91074ec34,"Andrus Intellectual Property Law, LLP"
5429333,0,52d85a8702fcc0826fed9e9d3b293cde,
D767906,0,c9bb1544ce779712b8ee612be5e63c8b,
9417831,1,ec0b00a75e696e3879ebc413a2387615,
10869202,1,bc61397174324d0bdd6d269157060ba4,
6255148,0,6c0ac258150e459650a0680c5faef7a2,"Armstrong, Westerman, Hattori, McLeland & Naughton, LLP"
4845048,0,498d3d53d3ddb6a1d842fe0f64269072,"Wenderoth, Lind & Ponack"
11023402,0,e428f9896c8be83d9875177b897f7f7e,"Kowert, Hood, Munyon, Rankin & Goetzel P.C."
8824417,0,84f0b6ab882f619074561824d9f660c0,"Coats & Bennett, PLLC"
6978473,1,f855de96a8d8045337ddd30dab398865,
5507965,0,34560cb5d93b803919e02c815ead5d6d,"Oblon, Spivak, McClelland, Maier, & Neustadt"
10572710,0,2abac4cb99b3cef7d164197db242273f,"Kinney & Lange, P.A."
8618513,0,6756e8cb096986e50b685d4e6395b103,Okamoto & Benedicto LLP
6127606,0,96849c712e298f1dcabbd6af8a9ddf1b,Barnes & Thornburg
9447462,1,0dc4fb3563677f7622d3922c647e12c4,"Casimir Jones, S.C."
9758052,1,f92bda56d5f1f12850ab9b43e1d72e5a,Bejin Bieneman PLC
5593671,1,d7e0e72ccb9bcb3b897839ba70bfa75a,
9171128,0,27fee45de1435a2c5027920ec0b60aed,Pillsbury Winthrop Shaw Pittman LLP
6953069,0,c3c3db0f26cb244bde54a90bef403cbb,"Caesar, Rivise, Bernstein, Cohen & Pokotilow, Ltd."
5372679,0,7a4c1d7601974dc6d993bdcc32c7cb83,
6329585,0,659cc2a0fb05ef57bf076ab192498ece,"Hogan & Hartson, L.L.P."
5365023,0,434584bbc1b5eef0b84dde95c39641a7,Cesari and McKenna
8747614,0,b3f8776f7098fb910501fa69bc074068,"Wenderoth, Lind & Ponack, L.L.P."
9394914,0,45f7d12d2ed4c043c9e4654c429a9fc4,"Whitham, Curtis & Cook, P.C."
9510837,1,7d1141ded7d9ed80bd391706eb01d5bc,
D571007,0,63b90d44cb59144bd08a526ca18a443c,St. Onge Steward Johnston & Reens LLC
10952294,0,20a2638db980b09e5b6357dc664a94cb,JCIPRNET
7623922,0,5d1e7e6a98f346d5d247823d6adc7949,"Schwegman, Lundberg & Woessner, P.A."
5166062,0,10537d46cd9e438024311a138d3a53ee,"Lowe, Price, LeBlanc & Becker"
11101922,0,80e962fde0de045cf4da84b39d37cbe3,"Ramey & Schwaller, LLP"
4824513,0,3346b4a3154961261ce7c86b921d8e95,"Jones, Tullar & Cooper"
8845204,0,5fc358e168eab1eef0d53d4d3318f9f4,
10979779,1,7468e98aef939789b7ffe052c7016425,
9800710,0,0434d369a1aaf927464aa95bc04ad5c4,"Posz Law Group, PLC"
5400379,0,1e8463794966a68053c2e6a90b27ec50,Quarles & Brady
9470988,0,27fee45de1435a2c5027920ec0b60aed,Pillsbury Winthrop Shaw Pittman LLP
D268461,1,df7cb201e1aeae5ac3a777d472004900,
9229782,0,8d11040c4f5dadb9631db11d55152c8d,
5847616,0,83f0ea396d489660b172984ffab89df3,
5959471,0,9849a9c3aefae8fa9477a94f67e63501,
10091875,0,ff58158bbf9c783cc832e0aba123b5f6,"Knobbe, Martens, Olson & Bear, LLP"
6721766,0,ba849eac3fe7d19c2d266dbffbd075a5,"Daly, Crowley & Mofford, LLP."
4095867,1,10bc91fe8759d0c8e5f8fb6de2a45815,
4997227,0,0e57d9be8d0b3cfe5423439ccd31dc32,Spensley Horn Jubas & Lubitz
10065821,0,1bd5e525dc6d6c609a0df627c2e41893,Buchanan Ingersoll & Rooney PC
11284822,0,bd9b63708f8ef0484cc1debc0214d890,Aka Chan LLP
7504055,0,f24f0ab2200b1bcc1fa9577963ac285b,
9134392,0,47b3f1b1d09b83d1b3fed1aae763c62d,
7900233,0,238a97bd8605d74b6fa1548c81ff2336,
8262853,1,d112656cd3c6df55ee82597f565bb21d,Porter Hedges LLP
9496001,0,24dfe0a3ee78667f823822fe0000267d,"Canon USA, Inc. I.P. Division"
10103871,0,4747affa1ed654bce55f70a88f5df224,
4903280,0,619bb9a45964eab70b1cc7971186f9ed,"Hill, Van Santen, Steadman & Simpson"
5145963,0,fe373122efcee6a42f50b73e481fadcc,"Oblon, Spivak, McClelland, Maier & Neustadt"
D533079,0,58b583a9e7b8c97f9817564914f01ac8,"Barlow, Josephs & Holmes, Ltd."
7445432,0,04d40354c40c480f11732f94410bed39,"Bachman & LaPointe, P.C."
H144,2,6a4b7af42f87a2015bc1d1810c8623dc,
8659948,0,eec90d4aaef873dc2f5261285f683d14,Wilmer Cutler Pickering Hale and Dorr LLP
7445106,0,625d08ced6dc24afc859b4bf1241db73,"Harness, Dickey & Pierce, P.L.C."
6529108,0,85e5b2b2aba67de2ff92d1722d445521,"Sughrue Mion, PLLC"
5772582,0,14fd959b3870d7e946f3fc7ab07bfaa1,"Emch, Schaffer, Schaub & Porcello Co., L.P.A."
5597867,0,0e116a4e4ac09145400dbc20450ec188,Browdy and Neimark
4032417,0,933e8565b5427e3cf634a1452e238fbb,
5517294,0,861a75501fbe55e034c6d77503c8a2cd,"Beveridge, DeGrandi, Weilacher & Young"
4459662,0,16fbdeedd9e2401cc9e300a2669345ce,
4602839,0,75f3da6894abecbad903897465bec817,
D534395,0,9cab33107fd72bc91d6e2fb7fffbdac8,
4014956,0,c93706c2214ce00890022c198222dd49,
7324830,1,e021a15b83431741d6fca63e640b3669,
7623229,0,1a5dc17b027b0478816a8ba2c7d83341,
11179658,0,b3dbd0e33d8049164af337d99b92a09b,Fishman Stewart PLLC
5007516,0,b66da847ba70c2650e3ccfae4ad1154a,Jordan and Hamburg
8543409,0,6962619d129ee66bfcfd765cec5b146f,"IP Authority, LLC"
5328295,1,3f8ee5680bd8fec1a699f6a688cfec45,
4578062,0,6bd6270e3e9a16734282eff42e82d694,Reed Smith Shaw & McClay
7017032,0,3e45f731236354fbcc5b7742770f7a4c,"Sterne, Kessler, Goldstein & Fox PLLC"
7786434,0,b9290f0bb6e5ec9ebfdfe40b89a5b69c,"Bishop & Diehl, Ltd."
4658399,0,09f6e19b2bd8da5cc40ca48edd56ea94,
8233116,0,1bd5e525dc6d6c609a0df627c2e41893,Buchanan Ingersoll & Rooney PC
8135962,0,770ecc0ef2155c59144eb0ca983e4e3a,"Williams, Morgan & Amerson, P.C."
D840640,0,c0ae775f29b838067e82f221377776ac,"Myers Wolin, LLC"
9196708,0,8cdfc20c7a4ef6e2bc1cd3a3cd816022,"Birch, Stewart, Kolasch & Birch, LLP"
8067130,0,89b509ebcc0706254fcdde16d2de7bbc,Levin Santalone LLP
11135517,0,973b0c2ccc8abf3a8b748b4e248f10bc,Nixon & Vanderhye PC
11065252,1,85a3dcfdd82ee0bfb24b8a8b4c0160c0,
8727262,0,66c6b0bbad44cf6a7d47a3b746f8ba94,
10465997,0,356959250b46cfb6ea00a45d19a4ef35,Osha Liang LLP
10269319,0,974e1fc1396f8dc0831c1f4cb8360e6a,"Intellectual Valley Law, P.C."
5043330,0,70e8643b20d48ac90a63090c1c1ccb5c,Young & Thompson
7813777,0,4580818b444438a8b63ebbe73322d90e,
6107477,0,27bd6220e1e3d4dd601efc4ddf80b3c3,Gray Cary Ware & Freidenrich LLP
D545635,1,dfc0908af9c4a11c2a3398ce6f8702a6,"Stearns Weaver Miller Weissler Alhadeff & Sitterson, P.A."
4965723,0,cb3119fcb7908aed4849cde26a554584,Kenyon & Kenyon
5980490,0,c999c20760414f7947e411a6d1de8c25,"Ware, Fressola, Van der Sluys & Adolphson LLp"
11309370,0,b8ee084c6a26946126905a3e3f30960f,"Treyz Law Group, P.C."
8296508,0,dc35155bd080f78eb09c986f4e14cf64,"Knobbe, Martens, Olson & Bear LLP"
10466319,0,27fee45de1435a2c5027920ec0b60aed,Pillsbury Winthrop Shaw Pittman LLP
4396726,1,6630b0e3708a6c896bad815737404e7c,
4564037,0,a094bc24bbe330228bbc437b1b3e2152,Seed and Berry
4281923,1,38e41f49d2da81ced194bff4894bb00e,
D937192,0,7420b3dfd5c3106d56626e132a56d548,"Sterne, Kessler, Goldstein & Fox P.L.L.C."
D563718,0,3b33e080dc559374edc0cc90db573f8d,
7844021,0,5853e9670147fc494ade1381f7ed076e,"Ryan, Mason & Lewis, LLP"
8920917,0,b3f8776f7098fb910501fa69bc074068,"Wenderoth, Lind & Ponack, L.L.P."
11284703,0,ba1634c2cf071532da5ab72007948c5c,Womble Bond Dickinson (US) LLP
D662578,0,2989dbd73dbc9d82a7d1be7cd314a883,
11159376,2,96358552e89a0842586acfc2b8d374a7,"Keohane & D'Alessandro, PLLC"
6064164,0,0d96748c14220e6fb6fe07330eb52d96,
9885427,0,05bcc20ebd11c64f2dad8f395c81c298,Oliff PLC
5213508,0,00fdb732d5bea8c59abc426d597179b8,"Merchant, Gould, Smith, Edell, Welter & Schmidt"
9915388,0,05bcc20ebd11c64f2dad8f395c81c298,Oliff PLC
6719704,0,edd92d11f7bc7bfe2d948d18cc96fa11,"Oliff & Berridge, PLC"
5068272,0,8ee2914b448fff2ae73fe7f993fe26b7,White & Case
6480911,0,edd92d11f7bc7bfe2d948d18cc96fa11,"Oliff & Berridge, PLC"
4444889,1,1347fe99e559193f2168977226da34fa,
8403636,0,7767df5a4b8f1afeecf951c52ce6fad1,"Oblon, Spivak, McClelland, Maier & Neustadt, L.L.P."
5049185,0,8b850228d578c45dda639e1f106cca00,"Calfee, Halter & Griswold"
7865209,0,9d4f0996fbfceb41d6c746b95582d73b,"The Farrell Law Firm, LLP"
4206437,1,ab7f91b1349f20bdee870f17ed31434a,
9048345,0,fe799c769360122d275016931d71a50e,"Patterson & Sheridan, LLP"
5988911,0,2775bfa94f0f2fb7e90e73b79daf101a,Jenkens & Gilchrist p.c.
8186841,0,573549b21e3d8d370631f04f1b53fe96,"Birch, Stewart, Kolasch & Birch LLP"
9448219,1,77095ecb16e2120701a85338a884e54f,Foley Hoag LLP
9224012,0,06a8e99d45c7f98072d1d450d2950ddb,"Park, Vaughan, Fleming & Dowler LLP"
9059674,1,5d4861b0f2cd6a7933dd4ea34e6c7a22,
8758478,0,9638c5fbf1b6474dde46486c069355ba,Jackson IPG PLLC
4923877,0,8236ee2332f4f78a6e5080afe81551be,Klein & Vibber
5357278,0,d3c5d12ca36edfe48dee6375305ad0c1,Irell & Manella
9116465,0,c9db371fe4ee0977e28887bf460a96a4,Staas & Halsey LLP
10921570,0,85e5b2b2aba67de2ff92d1722d445521,"Sughrue Mion, PLLC"
6142094,0,b8b00a69b65ef4b385ffbb9d7c97d923,
8241931,0,e599ee399324ee745197f525255fe1ba,Sunstein Kann Murphy & Timbers LLP
8125003,0,011b8593e3fe98a241139d361e8b12b5,"Schwegman, Lundberg, Woessner, P.A."
8125045,0,7767df5a4b8f1afeecf951c52ce6fad1,"Oblon, Spivak, McClelland, Maier & Neustadt, L.L.P."
8024483,1,77ce6f1d73cb210b74065b3786a05d3b,
4213250,1,cc2c168b3baf1903ff75ebff1316f045,
4249511,0,e77f9a1143000c6c5543c53d7770359d,"McCormick, Paulding & Huber"
9370076,0,356959250b46cfb6ea00a45d19a4ef35,Osha Liang LLP
5387173,0,453393d90a84d3c8374451eaeeba5637,"Renner, Otto, Boisselle & Sklar"
10945486,2,b765988ca3ed09e38a3021201df30e90,
6494953,0,7093842ffd1f2667c6858bb3b07024c0,Kirkpatrick & Lockhart LLP
5898042,0,8d060eb14560a232c4fe88729ec54400,"Sughrue, Mion, Zinn, Macpeak & Seas, PLLC"
8327517,0,94eaaad32e6b544d3a6d05a22784907d,
6018766,0,7420b3dfd5c3106d56626e132a56d548,"Sterne, Kessler, Goldstein & Fox P.L.L.C."
10293367,0,54289dcb3b8e3e8bc241535b68e71a97,"Novick, Kim & Lee, PLLC"
10505958,0,655630a8f1f5c3fc7a8a6cd255b6e9b4,"Viering, Jentschura & Partner"
8204357,0,7767df5a4b8f1afeecf951c52ce6fad1,"Oblon, Spivak, McClelland, Maier & Neustadt, L.L.P."
6102023,0,68344508a895903fb0dab377a413b534,Arent Fox Kintner Plotkin & Kahn PLLC
7575889,0,fe7c71c351d07440ceb2378e56dd0bcf,
6983295,0,cdad1f819d2045a090300df2849a3e55,
5816603,1,44f40b105a02fd276f5d1f7b09171dde,
6285783,0,1647b54ff2e4c4f20ec4067586cbf1dd,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C."
10589696,0,885009c690e902cc1e3992dc6372c408,Crowell & Moring LLP
8742923,0,61b50c1a927829a02ab4791934da4283,"Guntin & Gust, PLC"
8452108,0,60e4d864b83adb7f843d7a4a860a1333,"Procopio, Cory, Hargreaves & Savitch LLP"
8235736,0,cb944d64433e11c2d2a5cb516570b868,"Holtz, Holtz, Goodman & Chick, PC"
8073534,2,ccb97583942aca862fe645c944d4103f,
10394363,0,3542f0575b72956ab0b065805f9e1bf0,
4295269,2,6607b20308d07a5b50e12fb8470a794c,
5444157,0,498d3d53d3ddb6a1d842fe0f64269072,"Wenderoth, Lind & Ponack"
5598473,0,3809e98bd227d862de2c71c60fc25730,
4073632,0,6cbd04ec74d8faa96ccae7056a45341e,
8876223,0,aee0e7527beb16a22cc60305982ff18f,RatnerPrestia
8790581,0,7767df5a4b8f1afeecf951c52ce6fad1,"Oblon, Spivak, McClelland, Maier & Neustadt, L.L.P."
8373575,1,ba758fb3d88d2853b85aed77d1877129,Hoffman Warnick LLC
7209120,0,1647b54ff2e4c4f20ec4067586cbf1dd,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C."
10891545,0,761d813ba7a0ac401d88627c33844d28,"Amin, Turocy & Watson, LLP"
7967022,0,1ad335f8ed5d28f78b50de34bb71ca13,"Wolf, Greenfield & Sacks, P.C."
9006140,0,d04be6b8abe58502ac84ef487204598e,"Stradley Ronon Stevens & Young, LLP"
RE43736,0,885009c690e902cc1e3992dc6372c408,Crowell & Moring LLP
7150758,0,a6510c4daa7977de9d792aff1c37f967,"Hoffmann & Baron, LLP"
8448407,0,00aa349bcad19c9140c277e7c67ac2c3,"Young, Basile, Hanlon & MacFarlane, P.C."
4655088,0,479447b329c0dd1b08b93f57b6d6136f,
7084072,0,2617f98dd59f644dc5fefacc3c850369,Ladas & Parry LLP
10801980,0,1ad335f8ed5d28f78b50de34bb71ca13,"Wolf, Greenfield & Sacks, P.C."
9330504,0,ba7f1557b86431b2464c908cbc8be250,Garlick & Markison
8581761,1,d11d618e474c0fae9d6206ad266b7d47,
4270875,0,60bf22d1635088af7ad6c8db8a38ea64,
10199440,0,9257fc099bf0c6b65d12504094463cb5,Innovation Counsel LLP
4691968,0,dce3584843542f68fd285efe004cfd41,
11207885,0,625d08ced6dc24afc859b4bf1241db73,"Harness, Dickey & Pierce, P.L.C."
7622184,0,87cf335930cf98047e70765d2819574b,"Westerman, Hattori, Daniels & Adrian, LLP"
8800681,0,8df9b8c17d55c92b41572636224c0aaa,Lowe Hauptman & Ham LLP
6017536,0,f601812fa5b356ce7869ee189c77eb2d,Pennie & Edmonds LLP
8604082,0,3de5961e72856e7426688c653ecebd67,Nevrivy Patent Law Group P.L.L.C.
11083340,0,a79c0c3657852e892a7ca64382e187dd,"Boyle Fredrickson, S.C."
10751862,0,e9ee08d72114be42750e57b169836bc8,
10461998,0,7de999fff2e6f14dbc2825fe9e4b113b,"Leydig, Voit & Mayer, Ltd."
7644280,1,992cba74d3e17fd56bff91d050e56122,
5746862,1,d5931bda46268aec1f6fd8d8424df7b5,
8642562,0,88529d11f4b067e1023034b8e78b9024,
10473580,1,b024ba524a5200e29c8c6f551fab485d,
5509655,0,10537d46cd9e438024311a138d3a53ee,"Lowe, Price, LeBlanc & Becker"
7692370,0,edb551ae21fae89c9ff514dcb00f8a3a,"Fitzpatrick, Cella, Harper & Scinto"
4021276,0,f8c3c4fc15925f85ec73ed47027cb56f,
7384108,0,4bf38e752d2241a0e820809ac44f8a33,"Volpe and Koenig, P.C."
8700303,0,6d28c5c3c45db43090ade5783c60a69a,Alston & Bird LLP
4452588,0,e89d0c86b32d9193f82382278e15c3b5,"Woodling, Krost & Rust"
8502058,1,5ecfebe4ffdc881d0280828750c7001f,"Peacock Myers, P.C."
8839272,1,40ad7ac3bdd45edd0e2b32f3079c489d,
6113551,0,9cc32e7f3b9ce457630ae154ef4f788d,"Helgott & Karas, P.C."
5012988,0,b47caac3b5e85ca1555e33620d95f4db,"Fleit, Jacobson, Cohn, Price, Holman & Stern"
7922765,0,b02838f48f684bbc0c78f6d9f94221ce,"Ryan Kromholz & Manion, S.C."
6461882,1,f06ed916afbebf894c0be9bae19d0063,Gallagher & Lathrop
D900509,0,6767bae96615619842ccf993069437a2,Brinks Gilson & Lione
3958945,0,83a491bedde6dbcf8996179336ea16e7,
7660786,0,8c41fe89be177e77df057d670899c0cb,"Shook, Hardy & Bacon L.L.P."
4148886,0,2c9f5ea44bfe32637e8d7be1febd88fe,
7111094,0,16fe07aa47260257caa8adad9f3a3922,Patton Boggs LLP
7620235,1,d5e69184dd08dd85a9b70b58e2076b84,
8657151,0,960d82c1ad17d09cb236f32623595d4a,Reinhart Boerner Van Deuren s.c.
9102048,0,725d4c709afaf61a865b57a5f1bd34ab,
6822539,0,1e16e011b0e768f8fc115cca2c811586,Brinks Hofer Gilson & Lione
6797686,2,501a641cbf864fb7043b2f3f272f654c,
4403709,0,6fb3a20abf77eb81ce5335bba87056c6,"Becker & Becker, Inc."
6137706,0,5f1abf0f01c423882143df3f66aed5ac,
9668334,0,e764f56fefef0f25a8a28dc6cdb4639e,"Ziolkowski Patent Solutions Group, SC"
7971119,0,36b4cb910f50c40423ab9739adc65b2c,"Haynes and Boone, LLP"
7718958,1,e3412e962e62f82664c4d92fedcf75d3,Foley & Lardner LLP
9515329,0,36fd293df9c27bd62a35ec25f4eb0534,McDermott Will & Emery LLP
8256141,0,7420b3dfd5c3106d56626e132a56d548,"Sterne, Kessler, Goldstein & Fox P.L.L.C."
9201850,1,19632cef7474a4a89b697a3d6da6beb8,Brokaw Patent Law P.C.
7229816,0,4093aaabdbffaafa0ef2780f615e7b5c,Jones Day
5193808,0,c455a4dbe3ecdcc456fd55c6a76a498b,"Salter, Michaelson & Benson"
7993608,0,9147796d650d783582037f19b38c0155,"Choate, Hall & Stewart, LLP"
7143626,0,a338d00e25226144b10c43ad50091feb,"Abelman, Frayne & Schwab"
9343575,0,f57216e06bfffc809009044c9e4779e7,Maschoff Brennan
6372911,0,222556594ce4caee42507f3d623ddac8,
10350641,2,36c1db5d48a463a90aa9619bbba708f0,
4291138,1,780a39e6194534447af4401b2f23db65,
5643417,0,1647b54ff2e4c4f20ec4067586cbf1dd,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C."
9411839,0,41542703b0229018c5e6aeb2096d8044,Hogan Lovells US LLP
6777387,0,178946bcf9217ff77b559154d0095f4f,"Muserlian, Lucas & Mercanti, LLP"
10347311,0,9f96797144d940b7b1828593ca532ad1,"Zilka-Kotab, P.C."
3980347,0,200f510ebd66e55b07da3e373272a743,Teagno & Toddy
11328039,0,6fd7e3f553b2e8ad43a95bb5cd66cb95,Li & Cai Intellectual Property (USA) Office
6084411,0,71cf9df1dd6bf66dbfda35728b51e365,
4842222,0,90534394ae2a161d2a04eddc7e0f5c9f,"Riches, McKenzie & Herbert"
10081943,2,1630ea8f7608f72c48610cf138966c5b,
7215268,0,4f37da4cbe335faa852eda4ef477537c,
5547091,0,f36f5dc82aa7fd65513b327e7f366902,
9218412,2,8d7c4ea35c72fa01ebc3090ecc11b4a1,
5954673,0,57d58d3985fce6071cb50c1973424388,"Finnegan, Henderson, Farabow, Garrett & Dunner"
8859525,0,fb07a702c6f22c5678e8f498693d6397,
6423680,0,44423216454aad5bd9bc289ad0e5fd09,Woodcock Washburn LLP
4858538,0,75dcda9e81a8cd201d4f45b9c5d1a912,
D660609,2,3661c2b001a8293da99bd9862eab14c8,
10357077,0,0630627f33fa3bea92b34df41cc625dc,"Booth Udall Fuller, PLC"
10409047,0,48f2e62f5055208733785f418813d8af,Purdue Research Foundation
7825351,0,c0131d404f7937eff993cd9ad38909cc,"Stein McEwen, LLP"
9820266,0,8cdfc20c7a4ef6e2bc1cd3a3cd816022,"Birch, Stewart, Kolasch & Birch, LLP"
11296559,0,4ac8bfb4e5c429e6b0d455fc9a95483a,Lee Hong Degerman Kang Waimey
4962569,0,8e8422004cc26f7e293e3ab054ca083e,Spencer & Frank
11172014,0,53a3c2dadba757913b0a6e92d9dedb2b,Sprinkle IP Law Group
4272635,0,54c0a5988072885c656997f524c737a8,
11276208,0,fed4619f8f19bca16d09c373f3145994,ACKnowledge IP P.C.
7227765,1,46550efe9ede4e4fffbdb0d730a29143,
8751757,0,1a97ca0fedc8958ae3dde0aafbf81c1f,BainwoodHuang
6769691,0,613157b051d3e0b58fa80566d4f046f8,
D505190,0,8a94d68b7e7aa8e0be8dc8056bc87bcc,
6962013,1,9a9d72ce56bf2d29691e75d0da2a39b7,
6366468,0,c4953142330321b6d2aa8897f3b7fc98,
4155914,0,3a8642ca8415a2c8b582a163da25ff3a,"Sprung, Felfe, Horn, Lynch & Kramer"
4276812,0,06da431adb47de85ec8eab07fb8399b1,Yount & Tarolli
9443196,2,6cef8062b8490e8ecb18de5c9bb5a1f3,
5040937,0,2c968d834a9faf2084e01f806b7a116f,Henderson & Sturm
5910194,0,2ea3428d5eb53c785904c55395f60095,"Finnegan, Henderson, Farabow, Garrett & Dunner, L.L.P."
4263661,1,76d5b551a320f86b0770c7a795eb1f36,
4775873,0,aedab6f681f19168b65ddedd36571328,
8479750,1,80112594bbb9fdf6dc93d09d55bc720d,
7013485,0,15e9eb1da8b08d223b8e1ad0f22f7e7e,
6608903,0,c96c767863b327707334f98bab3b0b53,Pillsbury Winthrop LLP
7468822,0,d79f1dbd6d0c044ca6ce65e544ec4193,"Greer, Burns & Crain, Ltd."
8408076,0,6bca67c0754dc90604554c0814cf7fc5,Snell & Wilmer L.L.P.
D563148,2,f8546fe839257e7af3ddb6ff107a0278,
6554968,0,a645aadb6ee145acc233f434cb764500,
4093910,0,5e6593539a6fdc44c55782ddc4116661,
9296524,1,d393ff5572c4f82d2d5a9f3c06295346,
10564229,0,05bcc20ebd11c64f2dad8f395c81c298,Oliff PLC
4004994,0,1a1938a13cc3af07c692e550a99ee826,
7421348,0,f82ed3928774d681217b88167587bbf2,"L.C. Begin & Associates, PLLC"
10782247,0,4d9a6bfc6d9c3557f41110526c2d9286,"KED & Associates, LLP"
D896325,1,39a86eebb7ce88c762561a107255fc37,
4987392,0,ce673cce7c3838107d71bb01d2fee370,
5983084,0,bf9ba0596c2607ae94126e30e971d0d2,"Tarolli, Sundheim, Covell, Tummino & Szabo LLP"
8944639,1,fce8fa60a4a4771977bc0760a72da3a3,Dykas & Shaver
6403151,0,978011c4960cbc80634d715b51bb21fd,"Williams, Morgan & Amerson"
8072654,0,666431f7aa7b06c9492d942543c7a273,Fish & Richardson P.C.
8696812,0,cf4158c6b9cb1a3bae5267d3ff31232d,
8687270,0,630d019c46ecffdebaf78a5e05449239,Kilpatrick Townsend & Stockton
11131578,0,c7b6e04c101422d07f82b70ce575a5fe,
7086645,0,f86543bde7de578695ad6b35c44e37a9,"Kolisch Hartwell, et al."
D490767,0,5163c11afd6edff2775b02cbee004a8c,Kanesaka & Takeuchi
4599639,0,b13750a43709facb097b7e4ce2f8b79d,
7125392,0,9e9bc2a387a368f39e4428172664b5a4,Ryhdak & Suri LLP
11088446,0,53401fec019eebd16508e328b1dddaba,"Garson & Gutierrez, PC"
10794994,0,6301e2c2c57e82707fdb568e54291c4d,Studebaker & Brackett PC
7758878,0,1e16e011b0e768f8fc115cca2c811586,Brinks Hofer Gilson & Lione
11369733,0,8ffb07ba01e60d8e0dfaf7d0615abc7c,"Oblon, McClelland, Maier & Neustadt, L.L.P."
D619440,0,c5cc0b39c66ce20b9ab97d7874e53383,Schwabe Williamson & Wyatt
6753174,1,94f2e9843a47b958405cfa4f4d6ba77e,
RE39896,0,edd92d11f7bc7bfe2d948d18cc96fa11,"Oliff & Berridge, PLC"
10309010,0,00a13366c267e0d7509fb276f9371f71,
7199344,1,b7f1fa1a25184469695173146e5756a3,
9324148,0,edb551ae21fae89c9ff514dcb00f8a3a,"Fitzpatrick, Cella, Harper & Scinto"
4182672,0,4f4795b79800421d41d06a1b75a809f7,
11139967,0,afe31aa7cbb61bd2c9920ae1520f8639,"NDWE, LLP"
11183250,0,3751b2470c918d08b2f68b56c282dd9b,"Muir Patent Law, PLLC"
6376490,1,170c8352a73ed759698e69fd9d410ea5,
4677931,0,a492ccb38f1ce986a5112c64d784b79f,"Cushman, Darby & Cushman"
8185379,0,722f28c9380b73740d966d0ad4e9c8b0,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP"
6556392,0,2abac4cb99b3cef7d164197db242273f,"Kinney & Lange, P.A."
4136702,0,e83164c351630a37983a5e98593999c6,"Ladas, Parry, Von Gehr, Goldsmith & Deschamps"
4130568,2,5fb5fb53616290cdc6e8edd985162a1f,
10600145,0,4033aab5a4472d1e20cc49dea5e49047,"Volentine, Whitt & Francos, PLLC"
6565625,0,e18da748ac99c0117894047abac7f615,Waters Law Office
6636511,0,feb80500da8fc16e63ce8b00e98c50c8,"Gordon & Jacobson, P.C."
