patent_id,sequence,disamb_assignee_id_20181127,disamb_assignee_id_20190312,disamb_assignee_id_20190820,disamb_assignee_id_20191008,disamb_assignee_id_20191231,disamb_assignee_id_20200331,disamb_assignee_id_20200630,disamb_assignee_id_20200929,disamb_assignee_id_20201229,disamb_assignee_id_20210330,disamb_assignee_id_20210629,disamb_assignee_id_20210930,disamb_assignee_id_20211230,disamb_assignee_id_20220630,disamb_assignee_id_20220929
9247544,0,org_BEgOkLXhrzaEHdFAhTAl,org_7Q7hJgND2431LUmcDZyY,org_dshTnwrAAGjY29kHossX,org_RhdRqOeXj5acoI6RihFQ,org_YdEuP0jqZ2uUlOwk3arz,org_XcqCjtT8pi8Mk3UjQlDt,org_IoH4dPfw5GSRf6Bjm3ut,org_fg7FxRHWgMigULqa7cWp,72bae7ca-3fd3-452b-9451-2283a6a42833,fb5113db-389c-4fc3-baf6-9a6d694de753,efff1229-f481-4f7d-998f-c1d935b16363,cf48aee6-c230-4c52-8bc5-d4ca4c83dc32,69fb3fd9-b262-4596-b6f2-d05e36198b3c,74ceca30-4306-4692-b887-5e91914f77ec,c3f888e2-03fe-46cd-8b8c-e895ce46436c
9218431,0,org_mMi0qyj0Xu0QU5DkQ5Kr,org_qPEwAZBFF0STe3tM1VyO,org_Xj7aXGJNIJqWQ7rjW0c5,org_dOq56NbJyZ9l0UuDX5uc,org_n40MAzBBowk8VZHUqTXe,org_jDS0svVgxOqXrCICxf5F,org_bbkteBUDxi89sepNnZbi,org_We508xpqJcEmt642PoTI,3d50bff5-96c6-4180-9290-55b946ddf468,572552a8-87e1-481b-a732-81e9b57b9bf9,d8b3a8c4-ca34-43e7-acfc-788a9a6b7268,30f8b43e-e764-4a49-8e56-b97b2cbebca8,4b0cb691-5261-4b36-9e49-b1189a321738,cfe3f956-be75-46c3-b78f-4ac3b4147a64,23eb7a47-0ab6-4bb1-a7b9-b04bc420ede9
11401421,0,,,,,,,,,,,,,,,35fb5ce8-263d-4d8f-92a6-4a2fb26547df
D648093,0,org_u9vOvIVaLU9j91IICTur,org_6VLa6jEg4W3kfcP04kb2,org_N2HVc78XO9g5tVTtc2xm,org_4rD5vxc03AtHTAoCjVYc,org_ikf6WvvnIZSr2eiSL7IH,org_fnEanstIH7FTMYcV5VHM,org_2GnRDsrzfJ28do9q9iWv,org_LamdeqArZSEv695yEDXq,f663d71d-4f39-4baa-b995-48d12629d95e,62028b94-aec2-4059-a163-e3155b3c1e8a,ee2114fc-c6c4-4bf4-8ea9-17ac9383909d,a66d2be8-43a2-445e-85bc-f1ea4ac7df35,6c5693fa-c215-4e4c-869d-56a5cccab40b,144c4d7a-d2d2-442b-9868-a67fbf055c4e,91863c30-88e3-45b8-8f01-ef61d3ae3b92
9238618,0,org_4ceQ3AFmVvFmQ9AqjZg6,org_s2VipFs4j3BhIpHxoouc,org_CoYj5M2skuV80z1gdqID,org_cWJCRocifLCE2XtFloRV,org_c9tZE8C4AbqBYZPqsFjl,org_p9pjEaPNH5t541pk9Fqc,org_74WKOjz8YJT6gOuCNUQ8,org_pZeusWJwdl5ShHxordeV,207e4da6-40ad-458d-ada7-5340d739f890,921ee58e-9bd3-4a94-9a1e-c2ec53460bba,b811e495-e55a-43c7-8525-38fcca79417b,6d80025d-923b-4e24-8d78-ae5553d87e33,35b676ab-663b-48d2-ac09-53d6bdbe7e3c,80ebefbf-a8eb-4691-bd79-5892e421b02b,4818372f-d315-4f8f-9603-78538d91c9d8
7025506,0,org_BGXd0fj60p9NtiD7OeXL,org_ApXiHBYyyzzI7d1YjLv3,org_WHICDJqLz7ZLHtE1fSeC,org_KF3JhT7c9g0wCNBWHs6m,org_oDAfqe24Kt9qI45QQF0e,org_SeVS0FMkkVNabfrFFhSY,org_1TVBG80oabKmDG82wxS1,org_P407MiAnnrGcY4nD4kZ9,e7628a79-d430-49a0-bac0-716e4876a3f2,3f6af3e6-2567-4719-be6f-dd131802e52b,e572f7be-a942-44a1-9c5e-f9cc356ffe0b,f8b63027-ce9e-4e59-a1dc-9715a66cf4bd,30bae283-3052-4eed-a587-0d17d7cfe56d,5bac41ab-d747-4649-bf80-a96a858e2213,55835f0b-236e-4b05-9c67-4fd0f70c286a
11059207,0,,,,,,,,,,,,9292b989-db28-4902-8c54-a8168d682a05,14c87513-7691-4f13-b499-21cd83bdbcf8,6988d76a-174e-4c2e-b9f4-5a3294b00f46,3d339c40-dbae-47be-89cc-f4c45046841c
4738948,0,org_Ubw6ZvddkVDq56l0CnYa,org_WFRy6MQx7yVxS3yUhj5D,org_yrhlbfPDk5eaeOnLirQe,org_1Nnjpz6YAWGO3GDIjgHq,org_n0FK5Jk2yil3NdoIqzDH,org_lYBC4fNB9Ejs9bYuBcyK,org_O0yaKisWy1RQ6AkPWyjs,org_1I0lonse3U7Bp066sRRu,882302f6-e13a-493a-9ca1-5e2ac82ceb83,4bf55d0c-1f22-481a-9cdc-bad4828c7964,c17c8a3c-cd43-4b9c-8cb6-b262f345f615,d480f9c8-8189-4bbf-8272-04fcf4b183b9,527c3c35-6527-4b3f-860a-cdc3bc71f1f7,3ec58752-79e6-4945-a865-206ba2d10a06,fb4d14b6-c163-475f-9ca5-7829949ba570
10653560,0,,,,,,,org_43W9AGhJzB21jNCpTr27,org_krqEBiCbS0GHlg4jDyJ6,c631ea60-ec42-436c-984c-c64043bf9ac5,3431685f-c890-4fc7-9174-e03e445c856b,e0298c5f-6024-437b-acb3-1ad2204c908e,ad534081-9f7c-48b5-9097-d82238efb8b4,901bca92-1ff4-434d-b863-9d02139a31f8,25c4a55a-d702-4aa7-8d19-b68a999aa1e8,7345681b-bfa6-4026-b1a7-b3eb586cf305
10507930,0,,,,,org_fLMK3NnTvga3dNvm4QXI,org_B6VBV2iGMr3ZmUpogONK,org_FhnpADh5gtsWh5TvjSFi,org_pOlAb3wKA38MU5ANq9U9,6e78a1c2-f9e8-4184-ac04-e5a1aa44aac0,c23fd0ec-b7dd-43ca-84b1-39430d0a50a4,b8799ca3-af28-4805-86fe-6b0a04d6a009,872fd575-1b49-455a-aada-54beb2585b75,32b536c9-1a4d-462c-8d6a-c436830b3bb0,756e803d-c2ea-489a-a882-d8cfc94764f6,c5b618de-becf-45fb-8784-236942b56f6c
D790921,0,org_yGsL8PVTRVALRoZ4WCLr,org_fo3AY6xKceKWTiStPBs8,org_LZUvkQc408opfrMG4aqq,org_LbM2aafOkaPepCrIGTJG,org_VTqhFHu53XKDAvjadpK2,org_zZTHiA5TEsBtLEB9GaFg,org_pnxkR6olSdOBieRvb3Hl,org_quIQklKLUWvjqvYaJcqC,6e2d6598-f81f-4739-8cf4-3e7dc47642c2,5c02e91b-7680-46a4-8f39-7e062a52d86b,bcacc0aa-3718-48ae-a5a3-7ec33cc1af2f,b31bbba4-f497-42a5-a5ad-49d33b47827d,1ad72b0b-08ea-45ea-bc3b-5224a5b6ed8c,2ef7f995-3a9e-4b84-b590-a540127e3a1a,5305c6e3-40dd-4365-8fbe-f8ef50d7acf6
7385818,0,org_MgCbp3iEeybhHomnfpUc,org_8FM3S27z3VvGK04eF5LT,org_1mCvreMMiqdjz3OR7cfQ,org_Ojau1elZIPKp7fS5hasq,org_A4dGBv3OzS2Q10UWayMY,org_lYICUBN8Af6tkt1qZSVp,org_LSZ9DyiqXlTroyvTuKsu,org_D3mUY1LKYYizMKdB102p,07f4e3aa-a27d-48f8-993a-4c505ca24e22,37aed097-77ef-439e-8daf-16ea150d3e20,4152fee1-ef80-4c77-956e-135e016d116c,a92d17a2-1f9b-4fcb-930c-76244e72e0d2,e66d1418-a1a9-4f96-af92-ac5fd553a433,e68e80e9-5a43-4b41-a4c1-780c573eea72,4b74cf84-6270-40df-8503-a1cea41263e0
8234476,0,org_hke26dncXOrqlNsMhgUL,org_bqRHYMO5xXHmNLU1U5l2,org_UL1qrqwpruIfBzp57Zr1,org_raZ0v9yKvu7tW4QtYuT0,org_45SWJJ44EV3YTutFGQ9V,org_msy60W6bq3hNMUvK5xpn,org_anaEQMV2Kj8Zn0baxuwF,org_0jkFlR5uSR3K7Ma2EYQN,26efe886-de90-44aa-9732-808915068151,08f90c1f-eb45-43ff-ab7b-77c624735a44,c0cd42d0-23c6-4d99-8f5e-c7b05524a54c,5872b96a-2482-4da3-a525-061e08cf020d,b902f57f-8324-4114-ace6-989e0456dbd7,4dd4f95d-2e4b-401a-af7e-8445cf268344,d1f1b715-a671-4b9b-b176-6d84619fb443
11181787,0,,,,,,,,,,,,eace207d-99e9-4e92-ba4e-25c763b4c781,be7ded9f-0122-4843-8b33-a8c0bf60eed3,8d59cd7a-d6f9-4e7d-a445-aca9ac7a1a51,2211555b-17ae-430d-9657-7946463919e4
4544398,0,org_vYxmHZ5lOXKQQAKQAPnJ,org_sOJhptRbV2pGLD4Okp9P,org_lFbYPBp5bs4DUTJ6CFjE,org_9o9NAzlnBz7v2oPk2zRN,org_9V4RuxKfloYavxyofx13,org_K7OvKgtRzJXYavuxfmzF,org_MXZ663n9RaoCTNsLENpw,org_ZfpEacsG5hfj6xTUQ4vJ,a6be47a6-a110-4277-8c78-b624b50e318a,4a9ae57c-242e-4216-ae8a-369b0037f623,c85e661d-29a7-4112-8225-b584a600b603,fd6bf575-580a-4e2e-90f2-2e0c42692336,2576d79f-c199-4e0b-b1ef-92373900e45e,1f429955-09f4-4509-9ab1-1e1376c79b70,7de7eebd-2998-49e4-8985-f973d68fa2e5
10069377,0,org_mlzSQxE9LEgXRY1FP385,org_MTByhKwNtXiFAn3QlZHQ,org_ajf8L3glCT8kPsABGviJ,org_f6g81uT1T5bT9L6rPwiY,org_68ODo31gylcTG0CeYZPp,org_MmfClLb5CzA9fP1h40a2,org_hH55Cc47IaZ32LyKTm9M,org_vVeIz7tvEnk9oKTWDwdK,29c744c0-6b4d-4e54-a4f5-b2fc3c6e62e6,9cc5ade4-461a-448c-9161-162f458783b7,da899737-be4f-4b28-875b-9e7d3abd87d4,fc50ddb5-db27-4395-900f-10d80462b00e,7beeb3b1-f82f-4520-bd30-11227199427c,a05bdc84-12fb-4564-9dbd-92095e75618e,d37c28cc-2e63-440b-8f95-ac887f20c98c
RE33436,0,org_qG9V8gygkXXD66Mr8nZp,org_3qqptLeX5o5qLwtl0uaF,org_qgJDj3yqsrumRY8fHBhh,org_uimos4XtW8A2GN9DZJHd,org_cNDLH0t7CRISLUrO2MK3,org_DXLJVYMl5RpLYJVBHVEe,org_yg7852lFyJiPzy4HYDIJ,org_neUIzsQ9eC1gaFlT7OMQ,6b7b85b5-5a7b-4c13-8cb1-f479c60c45ee,de2dde1f-45fa-44eb-b1cb-1ba3d4aeba6c,a2dc8840-cd03-44cb-8702-cbe4908c4d48,b506263a-9758-4d51-9f2b-dd426e5b7931,abe7ce9b-0f15-49df-8451-51aa52a781ef,9cdd6cb1-caea-4c58-bec0-51a21a2f603c,9b3869d9-6607-41ad-b939-2a30b5f31f3e
D272974,0,org_eV9i6jvtLsQB7YC0gXL6,org_ky9mSas74J3f4HJFuSoy,org_R7AMpFUbxW2IXnItfI1P,org_cDthzLD1yON7SHDJxm7y,org_3EfjMFhsvanCN0xUTGSR,org_MjwGHm2mgrSx3lxsJsxf,org_AIUblhOzkQxgrs7iE3Z1,org_qRMnNewAQjM7NArrOL3u,fed1ee9a-dda5-4b04-92b0-8eb3cf7bf276,0ac22796-4da1-4e47-b3c0-1da07850aae2,3ad32aaa-31b4-477f-b938-0b5f2d333e7e,33c78db8-c3d9-42cf-a4c3-4dc505ae2801,989e3932-99a6-4227-a692-71a5c06bc7cf,8492f4a4-39b0-49f0-ac19-614571460b40,64f49633-ee79-4a93-ace1-04febce13c71
8376792,0,org_D4POoZaVS82ZuSD8pnWl,org_X6b1NZk5HzkHOjZUeCj2,org_DdovxDKa0byMgoA2Fr3D,org_K3pu0qKAL2hVPqudQxcI,org_7nO1ZSwYm5bcmGY0nkiL,org_eQlpOyfRGVHVsPg8r3yR,org_6LlFbuS9aI7s1OMfeRok,org_6LpYDFWi2ZGoI6SCQY7F,0cfa7145-caea-4523-8037-dab38f869cbc,c455fd43-a231-4507-a1ac-9561d9a72677,86d503d0-6745-4316-94f1-56c27a369513,1aa42fd0-df34-4946-88ef-6dee9638c51e,c4a94ea2-4a37-41e0-989f-29bdf986d408,9cdee781-0789-4a56-a127-24ca5137d639,bf2261ed-91c8-4102-9723-df13998a4f85
4619008,0,org_ZpK0tNTX3mUbHSBfbj0u,org_of1vqP1fK4v99Aesq4A7,org_svPkCpSBtmZSFBLz2qKq,org_MQ3sAtERo5AfO2cZ3uHC,org_8tXZ2Y4ocV6iqGzgZcRi,org_MtcHjTi7dEJ7bR1zfDkD,org_z1XPOEYe2hpMHC8ngono,org_Y8ZxamduZQEFLaaaDpRg,403deea9-7627-424b-8b9c-9456954aa07e,ce73e416-8b22-40c6-9788-18f8d516329d,fd9338a8-41d4-4ae5-bbaf-21691feefcf1,4136426f-f44e-47c0-83f4-4e05752d2423,c52dee50-f8b4-43c8-a06f-15dfb7268032,73c95e50-9697-42a0-9ca4-0c2440fa1269,d5b44b23-059f-4b8e-b47e-9d5df6a5ec4c
4201656,4,org_nvkOKjFOFEV5Rlq9nzlv,org_CZVifUUD7g3NRWtEVnV1,org_4azDMOVLQL6kXqFU5gNt,org_AwDl0ogVZvLnGy66uXNi,org_fF27X6sgQdH1dTFvgXxu,org_Vy8mB5oOW4YOAzSSZ1Wi,org_rirtm7KwCkM48kDUR5dJ,org_UNxfrUd2e3L4kDxMgqJL,b6cc9dd9-fdda-4a3b-ae63-14b188cafd12,23986307-a661-4ab4-b1c9-c0a45f5cfaa1,395af308-6982-44a3-92ea-bd7c24d2635f,98b930e7-c836-4849-86b8-1e8607801b36,62ace1ee-68d1-4507-8762-4f5d0308656d,dd32e59f-2c6e-454c-b78e-b08801cc8410,3c273649-d5f7-46d1-a3bb-0410e73db6a8
8388654,0,org_yKAGYDgbGAAah2mejD8n,org_39I1gOoouAaUtirNFTIE,org_P5f0yubD8408zLu6qaRi,org_yceUCB7Hf0mtP6JHkLp4,org_iPd5jfPefgt16p0FcK31,org_40p1Ia7JtviQIc21sEbJ,org_8hCcqP0L9wtYxZfHDung,org_zEd8vm7bdfqoFh6TsOmn,c39471f7-112f-4951-8c03-ae9a72fcf99f,5544110f-1404-4d3e-bc5d-21dbd9647e6d,f55cfa7a-272c-431e-b8f5-3a544cd84734,f4a7976a-bfe5-493e-a00c-53c5929f8b65,b919c4cd-4ef8-4ade-b279-03b1ba9ef197,7abd5e99-074b-44da-9e45-b03fe32abdfa,f5d50289-2b0b-4f18-b000-a10961dede9b
9540948,0,org_whWWJYlRWV6trBttpxk1,org_tlB9VXXz80SFilfPMkJH,org_qm01ZPhfOdgpPR2oJPLP,org_mlVPasRV220LO78MqaoQ,org_YNTOUjmiczTYgLMjtzHE,org_YMiMu7q6lBIkeb21HkgN,org_m61UYbSfAwCkqbmC7Rmj,org_zP39Qmn4yoshMXH6d2EW,242123f1-55df-40a1-90ba-2bc4376c6a9a,ec436a7a-a289-44ec-ae6e-851dc95728a8,0d15a47e-aef0-4063-a54b-299078eb06bb,f7b4acf6-d98d-49fe-bc03-40e8ca92ef0d,52079652-ef7a-442e-aae5-34e54a5ba160,960a192d-94ff-441b-a734-0b31c704f20a,311c9fcd-79d8-4e3c-a3db-935fabe57b04
D739139,0,org_Co4CtQ8EewoyFN6FRNmZ,org_5Xf3qBj0SL20QEa1mbNR,org_9RGjEZy2HZxAO8KiYU4s,org_8IHZESxlEKxV0ibzlPiV,org_rfyvo99j1jIVY4Aa2cPf,org_BVxje4u89aRrp5xDYI6p,org_HQZEPbbe3qIXV422w2OA,org_SHjngSZwufimZeaKcWPo,4124be5c-4c71-4092-8895-012c0372e05c,e1c067fd-7232-4dd0-b179-93b45ed962ce,17cd4965-2bef-4a55-8d7d-117d3d71d999,b4d5ff2a-1861-4d1f-84be-e43f192c0244,71d56c91-b294-4779-a3b2-4769b0f90060,8831f096-dbb6-4b9f-b6d6-431a3e809b27,b6f44e90-6c5b-4240-94aa-e4666dfb2128
8141685,0,org_tkf1Auces55XcLhYS8Vu,org_a0sbstGQW7uOonKeyIMY,org_j0CGQe4dP3mfBeDioSc4,org_1dYtCyIfuRYPhkdiedkk,org_q4cmXw3vQipTbNbZMAej,org_42JNugLXGNWCnU8O5Iko,org_0ib1gbPnXcNmT4TvNDmm,org_VI8JvPE5UnC9QnAldZPA,93acd3c8-3970-4dc3-89fe-6a7d86acf485,f2ff023a-7d68-48b6-a3b3-89573d39ff46,dc0de834-ca19-4d3d-9c14-b322b0b0f094,9318f1f2-b19d-4872-906b-af3aa1607bc3,dce088dd-709b-418f-9a0f-5a47803e5f26,98be6112-b8e0-4550-8fa8-a9080b35d540,8c6f9cc8-db14-4f7d-97dd-beb805889fe0
5792756,0,,,,,,,org_PrSqSXbYUoOBecZsOj97,org_DbZaUHv9HtvsJS7ig5sG,a9f2e2eb-8786-470e-b626-4cce661beb92,e6e583d7-55d4-4d1b-b370-36e51175667d,f809c469-a79e-4c10-9e0c-225e6f52c653,343c1cb8-7ec4-417f-9966-233c1cd18195,59a4e397-e37b-47fd-9212-4a97e5f417de,506546b7-1970-48d2-9988-0d8e926849f4,6ce71f3a-e26f-46ed-a36f-7c28e8799b6e
D504991,0,org_ntavmUm9R7dvlcOOXIz2,org_c8SLixF3xIuq4gLAAVpG,org_zcngxgkMQBKupiutWc79,org_DVa652uFt9YsYl8DCby7,org_57jYdGM5BKxsBc8k8Xgu,org_LPKgjPAZzl50ebBFSI7A,org_52M3qB8dD8dE7q4A5mkc,org_Tr8rFnmUfBEPCb41hCmw,f52dde40-3b05-46bf-964d-e5506f50a030,be81f5f9-6c74-4765-b44f-e4b989f92708,698679f5-656b-4de2-a591-c3df07cdc5f6,523a79bc-4e91-4440-9f0f-7da4fad8dd6b,036bd4a5-4fbf-4553-9d52-aff1f33cdd17,ac5be354-1adf-455f-b6ae-46d19e5d70dc,1a6822ec-7064-4c2e-8eaf-f0c48b965a71
4311287,0,org_kJl8eUdT7pgZZqrIrF1V,org_TuyfQ2vpJECvCjL8IFKv,org_0KHwmpspbWkUgTezAeY4,org_0CJ9D34ZXw2rAVDP3V5H,org_LLhRpb5Ec5ieHLYHYx6b,org_tLjpmj6mnsM2LsEAYJEN,org_Bz13tevMLJmBrvdMq67b,org_xkB7EcKdzp0vvkk5KtDz,56e213b7-b394-44f1-b83a-3d0245b60159,d2c63c9f-4b2e-4600-8f46-5518b6255c18,5b107da0-2724-49ca-bd1b-7a7241941c88,9b799619-6d25-4725-ae0d-59e0573b9149,4e262efc-b6d4-4afc-aecf-a162a581d816,d2203347-e076-490a-8942-0db02dcf06eb,201db0c0-e401-440b-af47-8c9640ee8c98
10158093,1,,org_iBmZFSEjFwZZSJg7Ml4f,org_JMyb4xT71Nk4y3VWc9Xv,org_DazAPWKt0Qh2WxJSXhqn,org_1Dwe64VBK9BOR0AtRzIn,org_1ALfT5JyLOOXyObC56f5,org_yv72F8eLOaqHwSyTDUt0,org_fDpv1BkSkl8TRiD76MO2,88671a6d-9fe4-4799-a54c-a80936f403b6,e49b1420-4c2f-474a-894c-30ab364e037e,e8c18300-f183-4df1-9905-134562d5d906,df005806-7a67-433e-b112-89578a4073d0,c58cc721-5eda-457a-af82-cbc24dce4aee,976471ae-33d7-4cc9-ae56-dc78c4ed1c40,d7950560-efab-482f-82dc-ee4822897262
5914196,0,org_YplnMtw3Ay5EcXKY5Spf,org_Hr4EZPh7SfBuG6OJivEV,org_Oz1JvYFjcDE6pejQPJ5A,org_ZsoJ2vNV2jSXTUedqNzq,org_M8c01wnPVSnhDujEypsh,org_5tDxQw3g4p1NH5DUvVgt,org_VekEbF4YCWkIRYXCOSHZ,org_7QVK6PfGH2M8wH1LhpY7,1a494378-bf13-4bcf-8332-a97adfe15697,7e296ef8-0403-4f1e-93c6-e9fc53812761,36d280fa-f5b4-4a2c-89b6-9d8e545636d6,a754aebc-27df-4934-ba3e-6bcd03e24801,c37d51f6-873e-488e-ac7e-30a6aa3b9f7f,3096b1e9-919f-4269-9a14-c9a6ff540f3d,22555704-1111-4140-9363-c965619c9025
4318587,0,org_Re0fk3jNFREw0dcTKfbh,org_dYYZFrDTBQ5KtpNfNk4I,org_vxplbSL9cYlizNwVlLSb,org_y5lwVcCBUb3bqSAIPTsQ,org_w77Lo4f4QNj3e07oPWMY,org_Zb3OcrmtqVlyXxQsxxo1,org_PkhaZs97wWBsagitK4AE,org_f2gNqI610xkqu8OoJzpS,f2d3dc32-b29c-4c55-ab6d-736b4ee8b96b,a14da44a-0dbf-4fd0-b0a6-bb96e824b4c2,403cdae9-2272-483f-b5be-0a20ab08926a,6476d2b8-102b-44e2-ab5e-9cca098c737c,3784ee3c-0b27-421f-bb74-ead7e8eb2270,f2b3aed0-107a-4302-bf9d-537c5873c7b7,9bc3bbf8-2b9c-4387-8273-70f687674ca3
7837222,1,org_77bTSjmvMNdCbVOCJhpY,org_KtsPk4iVovTsaNKbIl5U,org_aDIDyAymrdKI12uGiBLQ,org_EUuPGsramECNuBB19q2m,org_nWKBACyTYJrTAQrk9DBx,org_TccuaqHV1heoiuyZhSGA,org_soMmu5djLmafgMMvRmVN,org_TT7jLTRfsJciJVHPtWHz,05a3efaa-d144-48c7-be32-ccffcab5c1e1,b06ea9c0-348a-4985-80b4-5160ae338035,f4716556-d86c-4f34-b04a-7421f5fa1b0f,469bb59c-1781-4b67-9bb6-33100e7d3c42,cb19a075-9ff8-4920-8c3c-f0453796ffb8,34712a3a-5e26-4695-8c1b-bb220afd7d7d,ee396d73-7ef9-41f5-a1c6-f3d9a4ee6e1c
9756186,0,org_KFlckIz9TpnTZ9KL3Zic,org_p5hhRmauKYuXnBOKMTBS,org_fxX3fz1rYtI0x7m9HxWh,org_QrwMqTjyhOduUvNIdkM2,org_7izUOpCrCepaD3yKuBGu,org_zrKiz7EsBSufwUq6qZ0J,org_WTq3x202FRR6ld3DWG4v,org_wBYE8e9a1TH076NJQpD8,fa56a1f4-c69f-4b7a-99e7-e5f8523071e4,e718e67a-6173-432a-b2d8-6031045f2096,0b401961-6f4d-4938-ae4e-4e9ef38855cc,a70f6019-d987-494d-a674-9dd2c32db306,e8ce687f-4489-4a0a-b001-15d24fbf0e04,551d4725-5dd1-4bcb-af7a-8270d354ce3b,3ae1c462-0459-49ec-9fb1-0988d465af79
7633711,0,org_A9Zsoe8ZoP0R9Z1MLF6e,org_d0cJbK1r0OMrPkSj7Efv,org_532Y1SWGXVbC0PBcoi4n,org_MFVorwfJRdmb1ttplqLt,org_6qZXKH3Z4uhrUfm37PJt,org_4jPBx2IlExuhz7NM5fa9,org_4a2149ehVgSez3Nk04U5,org_vTeSrq4cDsQXDgKPXvMm,0b85f8c1-ea6c-4397-b46a-8f01fd8b0cfd,47b103e0-d4da-446a-bfc7-b76fe1a20a0d,2d7d8b76-5e10-4685-b583-37eb279167b1,17b3aa19-dd20-4bd5-877c-6eebe24ed3a9,a9a723fa-3492-4b3e-a1d0-43cf46ba69db,b2b15f70-08a2-4609-867e-d34e5888715a,7d1e2723-6caf-4f04-8821-76eff7d4d76f
10405331,0,,,,org_M8wXyssY0yEqs4vP8RhS,org_NgbjiARHVDDCjHwUt1FI,org_9NsvASHlPPwCV6aXOYWo,org_oDC6AfNVH9E8ICW6FFv8,org_sjWoDwOntzDoBFO9w4nG,1b7df99f-bb3a-4026-a4ab-f5f89558b405,0709110e-5c69-48d1-9564-091497111d3f,bb4c7fe8-3e26-462f-9577-312354d0c603,abbbd04e-a492-458e-bb2b-9691619debb8,e2c0f5ef-0d70-45a1-8048-e8effff576e6,1ff09c18-92ec-4049-88fd-b66a62f24849,5f8f70e7-ea28-446a-a1da-287e972eb8a1
5477533,0,org_DY5HnjLnt2bDrcY9fPPz,org_YfNLwsKyP6qPnITWX1Nn,org_YWvjsrwJLtRe4Qhl3xi9,org_bsvlgsoky74NDYJnHcFn,org_OhjijQHlB8wIkiOmYp6T,org_5XWVRqAsDhjPnhfoZ4fP,org_TRulQYLh2dERWCdBwblc,org_diF24MsQzZwCDRnNbPQH,43ade523-9533-42ac-8681-8beb3aadd294,53935764-7983-41ba-b4ec-088456753890,f1463e37-c67b-424b-a590-a3ca65f997ab,f1326e33-fb14-4b1a-9ee2-05f081fec756,78b461d5-10ed-4ae2-b411-380977df8d07,8de5b076-6a66-4063-8ba8-54d2a5fb1f64,4481a013-fa20-45a3-82ec-4136b104c92b
4722046,0,org_QSNiYtFQIQjGUOzRpdMV,org_EghHjuphsFysq0m6htJx,org_U9j7rtmOUwVOwGKdPVmQ,org_45qHpuCDX9yZrqWTFGSq,org_UaWhsjisahUiYBG9FuRy,org_Adbmo8gNcgxAGosOvWpm,org_0cCxOK7zvqOJzZUgvubO,org_CZTtT9laiEWDu3LQthNU,1a4954f1-c7f5-4aaf-b69d-0a35cf231edf,df505cd8-9695-4122-a74e-1ce6aab6dbc5,67cb4581-c58c-4dbf-b474-2036cf9e19db,ce831485-08d4-4527-a747-3fdf5aa03619,32e1cc44-c521-4632-911e-eec7bddac6cd,8cec6213-34b7-4f7d-bda7-b0f1d36d2be2,f49a72da-4434-4c48-b773-423e147b026b
9821580,0,org_Voz8QJAlnQPNyvoGGjRw,org_t2RdHZhxMv83QOoXDSj4,org_J55vqeSLmyTrGa8Gbtka,org_CNBq0PcU5pRqWEA5BHql,org_o4f475f4BED6GKX1PWK6,org_OdTcUsV3IqNMnTzSUZfK,org_g0KpxdMBC319TBdKItei,org_oznXq5JQJKf0jGSUC4Aq,2dabb52d-330a-4e33-a3f2-4571bd746c2f,ca1b174f-e777-45fe-86fb-17e3a8232e82,0ad4e566-cb0f-4f8b-9f3f-123e2b4b1129,b70241e5-65b1-4ffd-99b0-1282263eb8cb,87a2bb11-4700-4796-9ac8-9999f749ea62,823bc606-0a16-4d65-b36a-bfdb70733f77,d8eac986-61f7-4187-bd56-e4b6373528b6
8915194,0,org_6a8Phu20h44T9kwOCgpY,org_xWXfDZlVwARrDY5hEQPX,org_5nH7aR0Cys3n13iyzlzW,org_y4ss3STC6YqY5VT79DrS,org_XMx3Jr33VTPdSdLZZ8ac,org_n4daewszZCMoyrDRIXtq,org_AvIXfSdxWNFrwbY22pMi,org_2wU6YjiodpnVIfvds6c0,4a103094-d229-492d-abe0-383d1cabbf33,0ead1746-4267-44b3-b72a-61f453cd9717,133ee049-d197-448d-83b4-9adb5bf6c9de,678f49c6-828c-470b-abbc-852c1cf59b0f,480d02de-fabe-42d5-93d0-d4286319d3c0,2e9d13fa-39fe-4a05-a3fe-9d2613e895d3,eacb0950-e80f-4f70-83ee-5c2578978204
11164352,0,,,,,,,,,,,,abbbd04e-a492-458e-bb2b-9691619debb8,e2c0f5ef-0d70-45a1-8048-e8effff576e6,1ff09c18-92ec-4049-88fd-b66a62f24849,ffaffc7a-fd33-427f-9e43-02b6d1c3fe54
8800594,0,org_uJcWoSpZGGRfcvxM00j3,org_dddCYZXWKhhDvCTH3ler,org_d9DEaZNWHGWg7RINayQc,org_pCluyQPGLKqtwu6cyYhf,org_In5JzKiaKqTaafrT7jG9,org_vM0zcEu51FTVvC6x4zeW,org_YC9JhfDU9pGmKbfZdXly,org_0fNJGqWVUjEy95hHslPJ,fb0014d0-b6ef-4102-987d-bf320a89166d,77a60bfc-b5dd-445e-ac31-4b76d6106bfc,cdc748dc-6787-47e7-9858-434b55b5a918,e1dacdfd-d035-4edc-b54f-51763759766e,3569fbc5-25c8-4b72-9cac-e664a81beac7,13d4c2a1-83af-4bca-b150-cfc5ca9b26eb,67a75675-8747-4866-8d36-092401e8042a
