patent_id,rel_app_text
9313811,"PRIORITY CLAIM This application is a U.S. National Stage Filing under 35 U.S.C. 371 from International Application No. PCT/US2013/048628, filed Jun. 28, 2013, which claims the benefit of priority to U.S. Provisional Patent Application Ser. No. 61/738,716, filed Dec. 18, 2012, all of which are incorporated herein by reference in their entireties and made a part hereof."
6876305,"This application is a continuation-in-part of U.S. patent application Ser. No. 09/804,543, entitled “SMOKE DETECTOR” by Applicants Brian J. Kadwell et al., filed on Mar. 12, 2001, now U.S. Pat. No. 6,326,897, which is a continuation of U.S. patent Ser. No. 09/456,470, entitled “SMOKE DETECTOR,” by Applicants Brian J. Kadwell et al., filed on Dec. 8, 1999, now U.S. Pat. No. 6,225,910, the disclosures of which are hereby incorporated by reference in their entirety."
9348947,"CROSS-REFERENCE TO RELATED APPLICATIONS The current application claims priority to U.S. Provisional Patent Application Ser. No. 61/858,782, filed Jul. 26, 2013, the disclosure of which is hereby incorporated by reference in its entirety."
7419361,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of PCT International Patent Application No. PCT/US06/18472, filed May 12, 2006, which claims the benefit of U.S. Provisional Patent Application Ser. No. 60/680,032, filed May 12, 2005 and U.S. Provisional Patent Application Ser. No. 60/680,033, filed May 12, 2005, the entire contents of which are herein incorporated by reference."
8287931,"RELATED APPLICATIONS This application claims priority under 35 U.S.C. §120 from (a) copending and commonly assigned U.S. patent application Ser. No. 12/371,100, entitled Nutritional Composition With Improved Digestibility, filed Feb. 13, 2009, which in turn claims priority under 35 U.S.C. §119(e) from U.S. Provisional Patent Application Ser. No. 61/108,303 filed Oct. 24, 2008 and 61/111,009 filed Nov. 4, 2008, and (b) copending and commonly assigned U.S. patent application Ser. No. 11/172,123, entitled Method For Simulating The Functional Attributes of Human Milk Oligosaccharides In Composition-Fed Infants, filed Jun. 30, 2005, the disclosures of each of which are incorporated by reference herein."
9791722,"CROSS-REFERENCE TO RELATED APPLICATIONS Pursuant to 35 U.S.C. §119 (e), this application claims priority to the filing date of U.S. Provisional Patent Application Ser. No. 60/504,180 filed Sep. 17, 2003; the disclosure of which is herein incorporated by reference."
7905058,"CROSS REFERENCE TO RELATED APPLICATIONS This application relates to and claims priority to U.S. Provisional Patent Application No. 60/414,654, entitled “Astragal Assembly For Use On Exterior Doors,” filed on Oct. 1, 2002, the disclosure of which is specifically incorporated herein by reference."
11065819,"CROSS-REFERENCE TO RELATED APPLICATION

This application is a continuation of pending U.S. patent application Ser. No. 15/689,142, filed Aug. 29, 2017, which application is a continuation of U.S. patent application Ser. No. 14/374,100, filed Jul. 23, 2014, now U.S. Pat. No. 9,744,728, which is a U.S. National Phase filing of International Application No. PCT/US2013/022748, filed Jan. 23, 2013, which claims the benefit of U.S. Provisional Patent Application Ser. No. 61/590,221, filed Jan. 24, 2012. The contents of each of these application are hereby incorporated by reference in their entirety.

"
10126811,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of application Ser. No. 14/977,597 titled “Power Decrease Based on Packet Type,” which was filed on Dec. 21, 2015, and is currently pending; the Ser. No. 14/977,597 application is a continuation of and claims priority to application Ser. No. 14/465,417 titled “Method and System for Controlling Amplifiers,” which was filed on Aug. 21, 2014, and was issued on Jan. 13, 2016, as U.S. Pat. No. 9,252,721; the Ser. No. 14/465,417 application is a continuation of and claims priority to application Ser. No. 13/212,889 titled “Method and System for Controlling Amplifiers,” which was filed on Aug. 18, 2011, and was issued on Sep. 23, 2014, as U.S. Pat. No. 8,843,224; and the Ser. No. 13/212,889 application is a continuation of and claims priority to application Ser. No. 10/845,805 titled “Method and System for Controlling Amplifiers,” which was filed on May 15, 2004, and was issued on Sep. 20, 2011, as U.S. Pat. No. 8,024,055. The entire contents of the Ser. Nos. 14/977,597; 14/465,417; 13/212,889; and 10/845,805 applications are incorporated herein by reference for all purposes."
7107616,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of International Application No. PCT/FI00/00649, filed Jul. 14, 2000, which was published in the English language on Jan. 25, 2001, under International Publication No. WO 01/06700, and the disclosure of which is incorporated herein by reference."
7507391,"RELATED APPLICATIONS This application is a continuation of PCT application no. PCT/NL2006/000075, designating the United States and filed Feb. 13, 2006; which claims the benefit of the filing date of European application no. 05075351.6, filed Feb. 11, 2005; each of which is hereby incorporated herein by reference in its entirety for all purposes."
8753588,"REFERENCE TO RELATED APPLICATION This application claims the benefit of Provisional U.S. Patent Application Ser. No. 60/511,396, filed Oct. 15, 2003."
7998125,"CROSS REFERENCES TO OTHER APPLICATIONS This application claims the benefit of U.S. provisional application No. 60/573,653, filed on May 21, 2004. The full disclosure of this provisional application is incorporated herein by reference."
8961595,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. patent application Ser. No. 12/733,758, filed on Mar. 18, 2010, which application is a national phase entry under 35 U.S.C. §371 of International Application No. PCT/US2008/011177, filed Sep. 26, 2008, which claims the benefit of the filing date of U.S. Provisional Patent Application No. 60/995,812, filed Sep. 28, 2007, the disclosures of which are hereby incorporated by reference herein in their entireties."
9452087,"CROSS REFERENCE TO RELATED APPLICATIONS This application is a national stage filing under 35 U.S.C. 371 of PCT/US2012/046001, filed Jul. 10, 2012, which claims priority to U.S. Provisional Application No. 61/506,828, filed Jul. 12, 2011, the disclosures of which are incorporated by reference in their entirety herein."
10628604,"RELATED APPLICATIONS The present application claims priority to U.S. Provisional Patent Application No. 62/415,642, titled “SYSTEM AND METHOD FOR MASKING DIGITAL RECORDS” and filed on Nov. 1, 2016, the entire contents of which are hereby incorporated by reference for all purposes."
7762235,"CROSS REFERENCE TO CO-PENDING APPLICATIONS This application claims the benefit of the earlier filing date of U.S. Provisional Application No. 60/550,152, filed Mar. 4, 2004, which is incorporated by reference herein in its entirety."
9427604,"CROSS REFERENCE TO RELATED APPLICATIONS This application is a National Phase filing under 35 U.S.C. §371 PCT/FR2010/052520 filed on Nov. 25, 2010; and this application claims priority to Application No. 0958867 filed in France on Dec. 11, 2009, and this application claims the benefit of U.S. Provisional Application No. 61/287,378 filed on Dec. 17, 2009, under 35 U.S.C. §119; the entire contents of all are hereby incorporated by reference."
8995232,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation-in-part of U.S. patent application Ser. No. 12/724,807, filed on Mar. 16, 2010, which claims benefit of and priority to U.S. provisional patent application No. 61/160,405 filed Mar. 16, 2009. The entireties of the above-captioned patent applications are incorporated herein by reference and made a part hereof."
9840536,"PRIORITY CLAIM This application is a continuation (and claims the benefit of priority under 35 U.S.C. §120) of U.S. patent application Ser. No. 14/024,552 filed Sep. 11, 2013, which is a continuation of U.S. patent application Ser. No. 13/291,526 filed Nov. 8, 2011, which is a continuation of U.S. patent application Ser. No. 12/568,107 filed Sep. 28, 2009, which is a continuation of U.S. patent application Ser. No. 10/868,744 filed Jun. 14, 2004 and also claims the benefit of priority under 35 U.S.C. §119 (e) to U.S. Provisional Application Nos. 60/478,492, filed Jun. 13, 2003; 60/532,361 filed Dec. 23, 2003; and 60/571,386 filed May 14, 2004. The disclosure of the prior applications is considered part of (and is incorporated by reference in) the disclosure of this application."
7121790,"This application is a Continuation of, and claims priority under 35 U.S.C. § 120 to, International application number PCT/CH02/00662, filed 4 Dec. 2002, and claims priority under 35 U.S.C. § 119 to Russian application number 2001 133771, filed 11 Dec. 2001, the entireties of both of which are incorporated by reference herein."
10772634,"RELATED APPLICATIONS This Non-Provisional Patent Application is a Continuation of U.S. patent application Ser. No. 15/014,369, filed Feb. 3, 2016, which is a Continuation-in-Part of U.S. patent application Ser. No. 13/583,939, filed Nov. 21, 2012, which is a national stage application under 35 U.S.C. 371 of PCT Application No. PCT/US2011/028312 having an international filing date of Mar. 14, 2011, which designated the United States and claims the benefit of priority of U.S. patent application Ser. No. 61/313,585, filed Mar. 12, 2010, and of U.S. patent application Ser. No. 61/367,198 filed Jul. 23, 2010, and of U.S. patent application Ser. No. 61/441,943, filed Feb. 11, 2011, the entire disclosures of which are hereby incorporated by reference in their entireties."
11114577,"CROSS-REFERENCE TO RELATED APPLICATION

The present application is a continuation under 35 U.S.C. § 120 of PCT/JP2017/31870, filed Sep. 5, 2017, which is incorporated herein by reference and which claimed priority to Japanese Patent Application No. 2016-192798 filed Sep. 30, 2016. The present application likewise claims priority under 35 U.S.C. § 119 to Japanese Patent Application No. 2016-192798 filed Sep. 30, 2016, the entire content of which is also incorporated herein by reference.

"
8518368,"CROSS REFERENCE TO RELATED APPLICATIONS This is a national stage application of PCT/CA2008/000943, filed May 16, 2008, which claims priority from U.S. Provisional patent application serial number 60/938,912 filed May 18, 2007, both of which are incorporated herein by reference in their entirety."
9855696,"This application claims the benefit of U.S. Provisional Application No. 61/908,678, filed Nov. 25, 2013, which is herein incorporated by reference."
10115254,"This application is a continuation of U.S. application Ser. No. 15/818,020, filed Nov. 20, 2017, which is a continuation of U.S. application Ser. No. 15/627,820, filed Jun. 20, 2017, now U.S. Pat. No. 9,858,741 issued Jan. 2, 2018, which is a continuation of U.S. application Ser. No. 15/286,753, filed Oct. 6, 2016, now U.S. Pat. No. 9,691,206 issued Jun. 27, 2017, which is a continuation of U.S. application Ser. No. 15/055,477, filed Feb. 26, 2016, now U.S. Pat. No. 9,466,163 issued Oct. 11, 2016, which is a continuation-in-part of U.S. application Ser. No. 14/827,222, filed Aug. 14, 2015, now U.S. Pat. No. 9,424,699 issued Aug. 23, 2016, which claims priority to and the benefit of U.S. Application Ser. No. 62/037,684, filed Aug. 15, 2014. All applications are incorporated by reference in their entireties for all purposes."
8232294,"CROSS-REFERENCE TO RELATED APPLICATIONS This application claims the benefit of U.S. provisional application No. 61/162,260, filed Mar. 21, 2009, the content of which is hereby incorporated by reference in its entirety."
9559911,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. application Ser. No. 12/414,272, filed Mar. 30, 2009, entitled “Forecasting Link Utilization Between Points Of Presence In An IP Network” which is a continuation of U.S. application Ser. No. 10/616,673, filed Jul. 10, 2003, entitled “Forecasting Link Utilization Between Points Of Presence In An IP Network,” the entirety of each of which is incorporated herein by reference."
6633442,"This application claims benefit of Provisional Application No. 60/222,995 filed Aug. 4, 2000 by BengWee Quak, KokHoe Chia, Tien Hiong Lee, Teck Khoon Lim, and Kwee Teck Say for xe2x80x9cVariable Track Density and Variable Bit Density Compensation Methodologyxe2x80x9d."
9474903,"CROSS-REFERENCE TO RELATED APPLICATIONS The present application claims the benefit of U.S. Prov. Pat. App. Ser. No. 61/793,773 (“the '773 application”), filed Mar. 15, 2013. The present application also claims the benefit of U.S. Prov. Pat. App. Ser. No. 61/830,855 (“the '855 application”), filed Jun. 4, 2013. The present application is related to subject matter of U.S. Prov. Pat. App. Ser. Nos. 61/491,092 (“the '092 application”) filed May 27, 2011, 61/693,866 (“the '866 application”) filed Aug. 28, 2012, 61/699,115 (“the '115 application”) filed Sep. 10, 2012, 61/699,135 (“the '135 application”) filed Sep. 10, 2012, and 61/753,232 (“the '232 application”) filed Jan. 16, 2013. The present application is also related to U.S. patent application Ser. No. 13/481,524 (“the '524 application”) and Ser. No. 13/481,497 (“the '497 application”), both of which were filed May 25, 2012 and claim priority to the '092 application. The contents of all of the '773, '855, '092, '866, '115, '135, '232, '524, and '497 applications are incorporated by reference herein in their entireties."
7347771,"CROSS-REFERENCE TO RELATED APPLICATIONS The present application is a continuation-in-part of currently pending U.S. patent application Ser. No. 11/196,054, filed on Aug. 3, 2005, and entitled “Rotary Finishing Device,” which is a continuation of U.S. patent application Ser. No. 10/707,780, filed on Jan. 12, 2004, and entitled “Flap-Type Rotary Finishing Device,” which is now U.S. Pat. No. 6,949,019."
9350103,"CROSS-REFERENCE TO RELATED APPLICATION This application is a continuation-in-part of U.S. patent application Ser. No. 13/943,920, filed Jul. 17, 2013, which is a non-provisional application claiming priority under 35 U.S.C. §119, based on U.S. Provisional Patent Application No. 61/673,469, filed Jul. 19, 2012, the disclosures of which are hereby incorporated by reference herein"
8571174,"CROSS-REFERENCE TO RELATED APPLICATION This application claims priority under 35 U.S.C. §119 from provisional U.S. patent application Ser. No. 61/381,438, filed Sep. 9, 2010, the contents of which are incorporated herein by reference as thought set forth in full."
10486984,"This U.S. patent application is a continuation of U.S. patent application Ser. No. 14/756,884, filed on Oct. 26, 2015, which is hereby incorporated by reference herein in its entirety."
10102472,"CROSS-REFERENCE TO RELATED APPLICATION This application is a continuation of U.S. application Ser. No. 14/142,610, filed Dec. 27, 2013, now U.S. Pat. No. 9,589,226, and claims the benefit of U.S. Provisional Application No. 61/747,197, filed Dec. 28, 2012, all of which are incorporated herein by reference."
10132551,"CROSS REFERENCE TO RELATED APPLICATION This application is a Continuation Application of and claims priority to U.S. patent application Ser. No. 13/749,935, entitled “SPLIT AIR PATHWAY,” filed on Jan. 25, 2013, pending, the disclosure of which is hereby incorporated by reference in its entirety."
11238418,"CROSS-REFERENCE TO RELATED APPLICATION

This application is a continuation of U.S. patent application Ser. No. 13/920,985, filed Jun. 18, 2013, and is incorporated by reference in its entirety.

"
11243735,"CROSS-REFERENCE TO RELATED APPLICATION

This application is a continuation-in-part of, and claims the benefit and priority of, U.S. patent application Ser. No. 15/019,596 filed on Feb. 9, 2016. The entire contents of such application are hereby incorporated by reference.

"
6888526,"This application is a continuation-in-part application of Ser. No. 10/092,356 filed Mar. 5, 2002, now U.S. Pat. No. 6,603,294, which is a continuation-in-part application of Ser. No. 10/016,687, filed Dec. 11, 2001, now abandoned, which is a continuation of application Ser. No. 09/692,740 filed Oct. 19, 2000, now U.S. Pat. No. 6,366,065 which application is hereby incorporated by reference in its entirety."
10578272,"PRIORITY The present application is related to, claims the priority benefit of, and is U.S. 35 U.S.C. 371 national stage patent application of, International Patent Application Serial No. PCT/US2016/033665, filed May 20, 2016, which is related to, and claims the priority benefit of, U.S. Provisional Patent Application Ser. No. 62/165,785 filed May 22, 2015, and U.S. Provisional Patent Application Ser. No. 62/181,545, filed Jun. 18, 2015, the contents of which are incorporated by reference in their entirety into this disclosure."
7529990,"RELATED APPLICATIONS This application claims the priority benefit of U.S. Provisional Application Ser. No. 60/685,958 filed May 31, 2005, the contents of which are incorporated herein by reference in their entirety. This application is related to application Ser. No. 11/421,453, filed even date herewith, entitled “SYSTEMS AND METHODS PROVIDING A NORMALIZED GUI FOR TESTING DISPARATE DEVICES”, application Ser. No. 11/421,407, filed even date herewith, entitled “SYSTEMS AND METHODS PROVIDING A DECLARATIVE SCREEN MODEL FOR AUTOMATED TESTING”, application Ser. No. 11/421,464, filed even date herewith, entitled “SYSTEMS AND METHODS FOR GRAPHICALLY DEFINING AUTOMATED TEST PROCEDURES”, and application Ser. No. 11/421,468, filed even date herewith, entitled “SYSTEMS AND METHODS PROVIDING REUSABLE TEST LOGIC”, all of the above of which are hereby incorporated by reference in their entirety."
10535334,"CROSS-REFERENCE TO RELATED APPLICATION(S) This application is a continuation of and claims priority to U.S. patent application Ser. No. 14/574,589, filed on Dec. 18, 2014, which claims priority to and is a continuation of U.S. patent application Ser. No. 12/017,878, filed on Jan. 22, 2008, now U.S. Pat. No. 8,917,894, which claims the benefit of U.S. Provisional Patent Application Ser. No. 60/885,917, filed on Jan. 22, 2007, all of which are herein incorporated by reference in their entireties."
8597460,"CROSS-REFERENCE TO RELATED APPLICATIONS The present application is a divisional application of U.S. patent application Ser. No. 12/601,748, filed on Nov. 24, 2009, which is a U.S. national stage application claiming the benefit of International Application No. PCT/JP2008/060074, filed on May 30, 2008, which claims the benefit of Japanese Application No. 2007-144045, filed on May 30, 2007, the entire contents of which are incorporated herein by reference in their entirety."
10706988,"This application is a continuation of U.S. application Ser. No. 15/590,881, filed May 9, 2017, which is a continuation of U.S. application Ser. No. 14/858,872, filed Sep. 18, 2015, which is a continuation of U.S. application Ser. No. 14/144,150, filed Dec. 30, 2013, now issued as U.S. Pat. No. 9,142,336 on Sep. 22, 2015, which is a continuation of U.S. application Ser. No. 13/774,677, filed Feb. 22, 2013, now U.S. Pat. No. 8,616,918, issued Dec. 31, 2013, which is a continuation of U.S. application Ser. No. 13/274,052, filed Oct. 14, 2011, now U.S. Pat. No. 8,382,518, issued Feb. 26, 2013, which is a continuation of U.S. application Ser. No. 12/787,877, filed May 26, 2010, now U.S. Pat. No. 8,043,119, issued Oct. 25, 2011, which is a continuation of U.S. application Ser. No. 11/675,441, filed Feb. 15, 2007, now U.S. Pat. No. 7,749,024, issued Jul. 6, 2010, which is a continuation-in-part of U.S. application Ser. No. 11/120,487, filed May 3, 2005, now abandoned, which is a continuation-in-part of U.S. application Ser. No. 10/952,294, filed Sep. 28, 2004, now U.S. Pat. No. 7,411,129, issued Aug. 12, 2008. Each patent and patent application identified above is incorporated here by reference in its entirety."
10685312,"This application is a continuation of U.S. Non-Provisional application Ser. No. 12/714,206, filed Feb. 26, 2010, entitled “TECHNIQUES FOR SEMANTIC BUSINESS POLICY COMPOSITION,” which claims the benefit of U.S. Provisional Patent Application No. 61/155,790, filed on Feb. 26, 2009, entitled “TECHNIQUES FOR SEMANTIC BUSINESS POLICY COMPOSITION.” Each of these applications is hereby incorporated by reference in its entirety for all purposes."
11122288,"This application claims the benefit of U.S. Provisional Application No. 62/776,373, filed Dec. 6, 2018, the entire content of which is incorporated by reference herein.

"
11189988,"RELATED APPLICATION(S)

This application claims priority to U.S. Provisional Application No. 62/859,501, filed on Jun. 10, 2019, and entitled “VIAS FOR TOP-EMITTING VERTICAL CAVITY SURFACE EMITTING LASER (VCSEL) EMITTERS,” the content of which is incorporated by reference herein in its entirety.

"
10613746,"This application a continuation of U.S. patent application Ser. No. 14/372,445 filed Jul. 15, 2014, which is the National State of International Application No. PCT/GB2012/052981 filed Nov. 30, 2012, which claims the benefit of Great Britain Patent Application No. 1200643.3, filed Jan. 16, 2012, the disclosures of which are incorporated herein by reference in their entireties."
9011906,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. Ser. No. 14/048,416, filed Oct. 8, 2013, which is a continuation of U.S. Ser. No. 12/481,548, filed Jun. 9, 2009, now U.S. Pat. No. 8,580,299, which is a continuation-in-part of U.S. Ser. No. 12/135,953, filed Jun. 9, 2008. The contents of each of these applications are incorporated by reference in their entirety."
8660071,"The present application claims priority to provisional U.S. Application Ser. No. 61/161,646, entitled “UTILITY-BASED RESOURCE COORDINATION FOR HETEROGENEOUS NETWORKS,” filed Mar. 19, 2009, assigned to the assignee hereof and incorporated herein by reference."
10931518,"CROSS-REFERENCE TO RELATED APPLICATIONS

This application is a continuation of U.S. patent application Ser. No. 16/166,288, filed Oct. 22, 2018, which is hereby incorporated by reference in its entirety.

"
7008961,"CROSS-REFERENCE TO RELATED APPLICATION(S) This is a continuation-in-part of application Ser. No. 08/816,411, filed March 13, 1997, abandoned which is a continuation of application Ser. No. 08/516,004, filed Aug. 16, 1995 abandoned."
6867305,"PRIORITY INFORMATION The present invention claims priority under 35 U.S.C. §119(e) to co-pending provisional applications No. 60/185,968, filed Mar. 1, 2000, entitled “Synthesis of Epothilones, Intermediates Thereto and Analogues Thereof”, and 60/250,447, filed Nov. 30, 2000, entitled “Synthesis of Epothilones, Intermediates Thereto and Analogues Thereof”, the entire contents of which are hereby incorporated by reference."
10457853,"This application is a national phase application under 35 U.S.C. § 371 of International Application No. PCT/US2015/010116, filed Jan. 5, 2015, which claims the benefit of U.S. Provisional Application No. 61/925,993, filed Jan. 10, 2014, the contents of which applications are incorporated by reference in their respective entireties."
6387250,"This is a 371 of PCT/US98/27622, filed Dec. 28, 1998 which is a CIP of U.S. application Ser. No. 08/998,529, filed Dec. 26, 1997, now U.S. Pat. No. 6,039,886."
4932378,"The present invention relates generally to the subject matter of the following prior U.S. patent application Ser. No. 832,409, filed Feb. 24, 1986, entitled Intake System For Internal Combustion Engines, now U.S. Pat. No. 4,738,233. "
10360330,"RELATED APPLICATIONS The present applications claims priority to U.S. Provisional Application No. 62/203,369, filed on Aug. 10, 2015, and incorporates that application by reference in its entirety."
9011757,"CROSS REFERENCE TO RELATED APPLICATIONS This application is a divisional of application Ser. No. 12/743,134 filed Jul. 21, 2010, which is a National Stage of International Application No. PCT/JP2008/070821 filed Nov. 14, 2008, claiming priority based on Japanese Patent Application No. 2007-295914 filed Nov. 14, 2007 and Japanese Patent Application No. 2008-060465 filed Mar. 11, 2008, the contents of all of which are incorporated herein by reference in their entirety."
8557055,"This application claims the benefit of, and priority to, German Application No. DE 103 28 745.0, filed Jun. 25, 2003, and is a divisional of U.S. application Ser. No. 10/562,154, filed Dec. 23, 2005, now U.S. Pat. No. 8,002,905, which is a U.S. National Stage entry of International Application No. PCT/EP2004/006894, filed Jun. 25, 2004."
9817045,"RELATED APPLICATIONS This application is a U.S. National Stage application based on International Application No. PCT/US2011/064745, filed Dec. 13, 2011, which claims priority under 35 U.S.C. §119(e) to United States Provisional Application Ser. No. 61/422,315, filed Dec. 13, 2010, the contents both of which are incorporated herein by reference in their entireties."
7574321,"CROSS REFERENCE TO RELATED APPLICATIONS The present application claims priority of U.S. provisional application No. 60/725,983 filed on Oct. 11, 2005, incorporated herein by reference. This application is related to U.S. patent application Ser. No. 10/295,514 filed on Nov. 14, 2002, by Kent Kernahan, entitled “Switching Power Converter”, now U.S. Pat. No. 6,891,355 issued May 5, 2005 entitled “Method For Computing An Amount Of Energy Taken From A Battery” which is incorporated by reference herein in its entirety."
8634435,"CROSS REFERENCE TO RELATED APPLICATION This application claims the benefit of U.S. Provisional Patent Application No. 61/319,109 filed Mar. 30, 2010, entitled “COEXISTENCE MANAGER HARDWARE/SOFTWARE IMPLEMENTATION,” the disclosure of which is expressly incorporated herein by reference in its entirety."
10997570,"CROSS-REFERENCE TO RELATED PATENT APPLICATIONS

This application claims the benefit of priority to U.S. Provisional Application 62/190,997, filed Jul. 10, 2015, incorporated herein by reference in its entirety.

"
10892688,"CROSS-REFERENCE TO RELATED APPLICATION

This application is a continuation application of International Application PCT/JP2018/035934 filed on Sep. 27, 2018 which designated the U.S., which claims priority to Japanese Patent Application No. 2017-233888, filed on Dec. 6, 2017, the entire contents of which are incorporated herein by reference.

"
6585711,"This application is based upon copending provisional application Ser. No. 60/133,795, filed May 12, 1999."
8119115,"This application claims priority from U.S. Provisional Patent Application Ser. No. 60/771,744, filed on Feb. 9, 2006, which is hereby incorporated by reference."
10785700,"This application is a 35 U.S.C. § 371 national stage application of PCT International Application No. PCT/SE2017/050244 filed on Mar. 14, 2017, which in turns claims domestic priority to U.S. Provisional Patent Application No. 62/307,719, filed on Mar. 14, 2016, the disclosures and content of which are incorporated by reference herein in their entirety."
6697931,"This application is a continuation of Ser. No. 08/960,752 filed Oct. 29, 1997 now abandoned."
9354600,"CROSS REFERENCE TO RELATED APPLICATION This application claims priority from Japanese Patent Application No. 2012-154148 filed Jul. 9, 2012. This application is also a continuation-in-part of International Application No. PCT/JP2012/080839 filed Nov. 29, 2012 in Japan Patent Office as a Receiving Office. The entire contents of both applications are incorporated herein by reference."
RE48769,"CROSS REFERENCE TO RELATED APPLICATIONS

Notice: More than one reissue application has been filed for the reissue of U.S. Pat. No. 8,832,870. The reissue applications are application Ser. No. 16/867,511 (the present application), filed May 5, 2020, application Ser. No. 15/904,016, filed Feb. 23, 2018, which issued as U.S. Pat. No. RE48,048, and application Ser. No. 15/268,127, filed Sep. 16, 2016, which issued as U.S. Pat. No. RE47,747.This applicationis a continuation reissue of application Ser. No. 15/904,016 (now U.S. Pat. No. RE48,048), which is a continuation reissue of application Ser. No. 15/268,127 (now U.S. Pat. No. RE47,747), which is a reissue of U.S. Pat. No. 8,832,870 (application Ser. No. 13/654,260, filed Oct. 17, 2012), whichis a continuation of U.S. patent application Ser. No. 12/191,000(now U.S. Pat. No. 8,296,868), filed Aug. 13, 2008, which claims priority to U.S. Provisional Patent Application No. 60/956,621, filed Aug. 17, 2007,bothallof which are hereby incorporated by reference.

"
11310803,"PRIORITY CLAIM

This application is a continuation of and claims benefit to U.S. application Ser. No. 15/660,427, filed Jul. 26, 2017, which claims priority to U.S. Provisional Patent Application No. 62/530,393, filed Jul. 10, 2017, which are incorporated herein by reference in their entireties.

"
8943383,"CROSS-REFERENCE TO RELATED APPLICATIONS The present application is a divisional application of co-pending U.S. patent application Ser. No. 13/693,029 filed on Dec. 3, 2012, which is incorporated herein by reference in its entirety."
10730356,"This application is the U.S. National Phase Application of PCT International Application No. PCT/EP2017/053147, filed Nov. 17, 2017, which claims priority to French Patent Application No. 1661260, filed Nov. 21, 2016, the contents of such applications being incorporated by reference herein."
9697249,"CROSS-REFERENCE TO RELATED APPLICATIONS This application is a continuation of U.S. patent application Ser. No. 12/244,491, filed Oct. 2, 2008, which is a continuation of U.S. patent application Ser. No. 11/096,198, filed Mar. 30, 2005, the contents of which are incorporated by reference. This application is related to U.S. application Ser. No. 10/676,571, filed on Sep. 30, 2003, entitled “Method and Apparatus for Characterizing Documents Based on Clusters of Related Words;” U.S. application Ser. No. 10/734,584, filed Dec. 15, 2003, entitled “Large Scale Machine Learning Systems and Methods;” U.S. application Ser. No. 10/878,926, “Systems and Methods for Deriving and Using an Interaction Profile,” filed on Jun. 28, 2004;” and U.S. Pat. No. 6,285,999; each of which is incorporated herein by reference."
10250699,"This application claims the benefit of U.S. Provisional Application No. 62/160,547, filed May 12, 2015, the entire content of which is incorporated by reference herein."
7919272,"CROSS REFERENCE TO RELATED APPLICATIONS This application claims the benefit of U.S. Provisional Application Ser. No. 61/158,133, filed Mar. 6, 2009, the contents of which are herein incorporated by reference in their entirety."
6033643,"This application claims the benefit of U.S. Provisional Application 60/034,460, filed on Dec. 31, 1996. "
9100965,"CROSS-REFERENCE TO RELATED APPLICATION This application is a continuation of U.S. application Ser. No. 13/021,042 filed Feb. 4, 2011, which is a continuation of International Application No. PCT/JP2008/064364, filed on Aug. 8, 2008, the entire contents of which are incorporated herein by reference."
10280182,"This application claims the benefit of U.S. Provisional Application No. 61/447,416, filed on Feb. 28, 2011, which is incorporated herein by reference in its entirety."
5922511,"This patent claims the benefit of provisional application number 60/007948 filed Dec. 4, 1995. "
6471970,"This application is a 371 of PCT/EP99/02552 filed Apr. 16, 2000."
8468734,"RELATED APPLICATIONS This application claims the benefit of U.S. provisional application Ser. No. 61/440,408 filed 8 Feb. 2011."
10482556,"This application claims the benefit under 35 U.S.C. § 119(e) of U.S. Provisional Patent Application No. 61/356,646, filed on Jun. 20, 2010, which is incorporated in its entirety herein."
7341436,"This application relates and claims priority to application U.S. No. 60/500,166 filed Sep. 4, 2003, now abandoned."
9830015,"This application is a continuation of and claims priority to U.S. patent application Ser. No. 14/217,015 entitled “Fast Multi-Touch Sensor With User-Identification Techniques” filed Mar. 17, 2014 which is a continuation-in-part of U.S. patent application Ser. No. 13/841,436 entitled “Low-Latency Touch Sensitive Device” filed Mar. 15, 2013, now U.S. Pat. No. 9,019,224 B2. A portion of the disclosure of this patent document contains material which is subject to copyright protection. The copyright owner has not objection to the facsimile reproduction by anyone of the patent document or the patent disclosure, as it appears in the Patent and Trademark Office files or records, but otherwise reserves all copyright rights whatsoever."
9365955,"This application claims priority to U.S. Provisional Application Nos. 61/582,187 and 61/582,189, both of which were filed on Dec. 30, 2012, the entire contents of which are incorporated by reference herein."
9364430,"This application is a §371 filing corresponding to PCT/US2011/058690, filed 31 Oct. 2011, which is entitled to priority to the applicant's U.S. provisional application No. 61/408,544, filed Oct. 29, 2010 which is herein incorporated in its entirety for all purposes."
10244938,"This application claims the priority benefit of U.S. provisional application Ser. No. 62/153,825, filed Apr. 28, 2015, the entire disclosure of which is expressly incorporated herein by reference."
