patent_id,priority_claim_sequence,priority_claim_kind,foreign_application_id,filing_date,foreign_country_filed
4877946,0,,60-85218,1985-04-20,JP
6341970,0,,88112028,1999-07-15,TW
8529843,0,national,2007-064655,2007-03-14,JP
4617577,2,,57-145916[U],1982-09-27,JP
10234914,0,national,2014-096314,2014-05-07,JP
8476322,0,national,2007-227972,2007-09-03,JP
6287119,0,,9301308,1993-07-26,NL
6150631,2,,9-346020,1997-12-16,JP
9349363,0,national,10-2012-0074629,2012-07-09,KR
5077500,0,,8700441,1987-02-05,SE
9197125,0,national,10 2012 206 839,2012-04-25,DE
11033762,0,regional,16397527,2016-08-24,EP
11229286,2,national,1651084-4,2016-07-25,SE
6776097,0,,2002-290166,2002-10-02,JP
5620824,7,,2-226693,1990-08-30,JP
7076951,0,national,TO2003A0196,2003-03-14,IT
6650683,0,,2001-255915,2001-08-27,JP
7598818,0,national,04 09725,2004-09-14,FR
3959477,0,,68.161593,1968-08-01,FR
10400284,1,regional,12306042,2012-08-31,EP
6598872,0,,198 35 003,1998-08-03,DE
7140899,0,national,2004-285992,2004-09-30,JP
7549565,1,national,P2005-160188,2005-05-31,JP
6371250,1,,9625854,1996-12-12,GB
5727044,0,,9414518,1994-07-19,GB
9214403,0,national,10-2010-0005294,2010-01-20,KR
7094814,0,national,2000-265758,2000-09-01,JP
D370201,0,,6-6164,1994-03-09,JP
10397597,0,national,2011-004293,2011-01-12,JP
4078716,0,,28806/76,1976-07-10,UK
4468049,0,,81 15268,1981-08-06,FR
8536657,0,national,2004-148163,2004-05-18,JP
10379753,0,national,106122359 A,2017-07-04,TW
6773992,0,,2001-248719,2001-08-20,JP
5282400,0,,63-190161,1988-07-29,JP
6252265,0,,8-188905,1996-06-28,JP
7339695,0,national,2001-42471,2001-02-19,JP
7856229,0,regional,04028844,2004-12-06,EP
9511842,0,national,1318469.2,2013-10-18,GB
7361400,2,national,2002-131785,2002-05-07,JP
D836685,1,national,168680,2016-05-25,CA
6566932,0,,2001-20768,2001-04-18,KR
4939103,0,,454727,1984-05-18,CA
6535707,0,,2000-335153,2000-11-01,JP
9935967,0,national,2012 1 0453701,2012-11-13,CN
9070528,0,national,10-2011-0119128,2011-11-15,KR
7980340,1,national,2008 1 0126506,2008-06-24,CN
5198546,0,,22341 A/89,1989-11-10,IT
5821974,0,,7-254226,1995-09-29,JP
4442526,0,,8102527,1981-04-21,SE
7892345,0,national,10 2007 013 962,2007-03-23,DE
8137625,0,national,P2007-011838,2007-01-22,JP
5845164,0,,4-312679,1992-10-29,JP
6545558,0,,2000-326747,2000-10-26,JP
3974222,0,,13748/69,1969-09-10,CH
5149308,0,,63-208546,1988-08-22,JP
11360532,0,national,2015-012573,2015-01-26,JP
4362259,0,,3006241,1980-02-20,DE
10343377,0,national,11 60473,2011-11-17,FR
6313618,0,,98 02086,1998-02-20,FR
10678370,0,national,106142623 A,2017-12-05,TW
10980332,0,national,JP2018-064857,2018-03-29,JP
8805168,0,national,2001-053297,2001-02-28,JP
9503045,1,national,2015-008177,2015-01-19,JP
4231779,0,,78 31899,1978-11-10,FR
8624257,0,national,2003-432207,2003-12-26,JP
8502757,0,national,100109157 A,2011-03-17,TW
7785721,0,national,103 56 357,2003-11-28,DE
10757083,0,national,2015 1 0033128,2015-01-22,CN
4287379,0,,2802198,1978-01-19,DE
10818626,0,national,2016-234045,2016-12-01,JP
5721231,0,,5-095398,1993-03-30,JP
9966327,0,national,2014-240477,2014-11-27,JP
4648000,0,,57-28007[U],1982-02-26,JP
5403532,3,,91111793,1991-07-15,EP
6435123,0,,982454,1998-05-29,NO
RE43088,0,national,0122271,2001-09-14,GB
D533522,0,national,94303129,2005-05-27,TW
4234574,0,,27799/78,1978-06-23,GB
5569840,0,,94 03058,1994-03-16,FR
9829371,0,national,2014-200576,2014-09-30,JP
10881117,0,regional,15161832,2015-03-31,EP
5916762,0,,9500291,1995-03-31,BE
7921464,0,national,10-2004-0046033,2004-06-21,KR
5359864,0,,4-173186,1992-06-30,JP
5899107,0,,195 16 830,1995-05-08,DE
7619165,0,regional,04017147,2004-07-20,EP
D945487,49,regional,002710657-0050,2015-06-01,EM
10356324,0,national,10-2017-0038369,2017-03-27,KR
8460832,0,national,0329459.2,2003-12-19,GB
5260230,1,,3-285470,1991-10-07,JP
10914805,0,national,107107098 A,2018-03-02,TW
10785375,0,national,2016 1 0569192,2016-07-18,CN
8247941,0,national,2008-027429,2008-02-07,JP
6784508,0,,2000-066960,2000-03-10,JP
4370950,0,,55-169933,1980-12-02,JP
9324306,0,national,2014-182530,2014-09-08,JP
6894351,0,national,2002-004606,2002-01-11,JP
9253799,0,national,10-2013-0028950,2013-03-19,KR
7512251,0,national,2004-176812,2004-06-15,JP
6417310,1,,11-276501,1999-09-29,JP
7245567,0,national,2002-27949,2002-05-20,KR
6719444,0,,199 05 115,1999-02-09,DE
6886438,0,regional,02406024,2002-11-26,EP
7446333,0,national,10-2005-0080617,2005-08-31,KR
7031413,0,national,2002-337307,2002-11-20,JP
7448232,0,national,20030482,2003-03-31,FI
6304735,2,,11-270039,1999-09-24,JP
4931099,0,,3730067,1987-09-08,DE
4824191,1,,60-260317,1985-11-20,JP
3969567,0,,11953/73,1973-03-13,UK
6818074,1,,2001-198993,2001-06-29,JP
9240832,0,national,1115312.9,2011-09-05,GB
8983818,0,national,10 04398,2010-11-10,FR
5618984,0,,6-142808,1994-06-24,JP
8188404,0,national,P2006-253259,2006-09-19,JP
5451570,0,,90114471,1990-07-27,EP
9533648,0,national,2014-245259,2014-12-03,JP
10133251,0,national,1619/09,2009-10-22,CH
4767257,3,,61-39288,1986-02-26,JP
7922860,3,national,2005-364691,2005-12-19,JP
7476321,0,national,PA 2003 01333,2003-09-15,DK
5608589,0,,10707/1992,1992-06-17,KR
7239016,2,national,2003-395572,2003-11-26,JP
7547659,0,national,2003-74937,2003-10-25,KR
4112337,0,,50-145059,1975-12-08,JP
D825483,0,regional,003383967-0008,2016-09-19,EM
7209764,0,national,10-2002-0016857,2002-03-27,KR
5958527,0,,2247484,1998-09-21,CA
6972899,0,national,2002-11514,2002-03-05,KR
9348587,6,regional,10013932,2010-10-25,EP
5376081,0,,MI91 U 000248,1991-03-25,IT
7241343,0,national,2002-372955,2002-12-24,JP
5414706,0,,8905982  U,1989-05-12,DE
4969621,0,,3815080,1988-05-04,DE
6297804,0,,10-228464,1998-08-13,JP
10907571,0,national,10-2018-0156017,2018-12-06,KR
9874389,0,national,1215459.7,2012-08-30,GB
7160112,0,national,10-2001-0078699,2001-12-12,KR
4797201,0,,3233528,1982-09-10,DE
7879261,0,national,2007-145225,2007-05-31,JP
9553824,0,regional,09305166,2009-02-20,EP
6026257,0,,9-275141,1997-09-22,JP
5427367,0,,4-063234  U,1992-09-09,JP
11198850,0,national,JP2013-242394,2013-11-22,JP
8072412,0,national,2003-046406,2003-02-24,JP
7741633,1,national,10-2006-0045081,2006-05-19,KR
5604125,0,,PK3157,1990-11-02,AU
9146959,0,national,2012 1 0375556,2012-09-29,CN
9516675,0,national,2013 1 0058996,2013-02-25,CN
11284320,0,national,JP2018-003298,2018-01-12,JP
9350893,0,national,2012-134185,2012-06-13,JP
9883756,0,national,10 2013 114 289,2013-12-18,DE
11428271,0,national,JP2017-178815,2017-09-19,JP
5040124,3,,61-210480,1986-09-06,JP
8647839,0,national,2007-099957,2007-04-06,JP
10876671,0,national,1609435.1,2016-05-27,GB
7373736,0,national,2005-097438,2005-03-30,JP
4193003,0,,11569,1977-04-18,FR
7841619,2,national,2007-234665,2007-09-10,JP
5020626,1,,61-144476,1986-06-20,JP
4790626,0,,84 20044,1984-12-28,FR
9340039,0,national,2013-003067,2013-01-11,JP
D403738,0,,1995-2344,1995-10-19,CA
10528053,0,national,10-2017-0091166,2017-07-18,KR
5855325,0,,196 08 045.2,1996-03-02,DE
6899231,0,national,0202420,2002-08-14,SE
10231057,0,national,2014-083167,2014-03-26,JP
8568644,0,national,2008-301637,2008-11-26,JP
5319405,9,,1-196293,1989-11-24,JP
6957734,0,national,2002-194629,2002-07-03,JP
10536073,0,national,1413726.9,2014-08-01,GB
4409497,0,,55-71722,1980-05-29,JP
10284832,0,national,2015-193917,2015-09-30,JP
5653071,0,,5-139374,1993-05-17,JP
5231730,0,,3903219,1989-02-03,DE
8970249,0,national,2012-052286,2012-03-08,JP
8505412,1,national,2010-266932,2010-11-30,JP
4075282,0,,2507672,1975-02-22,DT
5927095,0,,97-11256,1997-05-20,KR
9723887,0,national,10-2012-0048632,2012-05-08,KR
10266726,1,national,0197/14,2014-02-17,CH
5638989,0,,2146102,1995-03-31,CA
6118484,3,,4-194532,1992-06-30,JP
11429046,0,national,JP2020-147983,2020-09-03,JP
8858274,0,regional,12160222,2012-03-19,EP
7742129,0,national,96127755 A,2007-07-30,TW
10598718,0,national,10 2015 216 915,2015-09-03,DE
5066847,0,,62-100912,1987-04-23,JP
6909932,0,regional,00117733,2000-08-17,EP
5185213,0,,2-165015,1990-06-23,JP
9992636,0,national,2013-205305,2013-09-30,JP
11031330,0,national,JP2017-146672,2017-07-28,JP
10840406,0,national,2017-081473,2017-04-17,JP
8119275,0,national,97148314 A,2008-12-11,TW
7151137,0,national,100 59 832,2000-12-01,DE
D741653,0,regional,002327684-0002,2013-10-16,EM
9108796,0,national,0809074.8,2008-05-19,GB
9429813,0,national,2014-101102,2014-05-15,JP
7017264,1,national,2002-003067,2002-01-10,JP
8269114,0,national,2009-043738,2009-02-26,JP
3956282,0,,72.09134,1972-03-16,FR
6402622,1,,198 43 298,1998-09-22,DE
10977146,0,national,JP2017-166485,2017-08-31,JP
6126161,0,,8-236369,1996-09-06,JP
6590129,2,,8-123149,1996-05-17,JP
6496633,0,,99202494,1999-07-28,EP
6191810,7,,3-99081,1991-04-30,JP
9977134,0,regional,14170108,2014-05-27,EP
4296309,3,,52-111329,1977-09-16,JP
11097814,1,national,201621451584.5,2016-12-28,CN
10094576,0,national,10-2014-0163278,2014-11-21,KR
9793562,0,national,2014-231916,2014-11-14,JP
8627753,0,national,10 2006 049 044,2006-10-18,DE
D809051,1,national,2015-005493,2015-03-13,JP
10574266,0,national,2017 1 0184933,2017-03-24,CN
5032913,0,,1-49042,1989-02-28,JP
10713465,2,national,106121692 A,2017-06-29,TW
10375842,0,national,2017 2 0493819 U,2017-05-05,CN
9016985,0,national,10 2009 060 436,2009-12-22,DE
6304276,0,,9-228999,1997-08-26,JP
6514619,0,,2000-260760,2000-08-30,JP
9271363,1,national,2013-195254,2013-09-20,JP
7595758,0,national,95127839 A,2006-07-28,TW
9802999,0,national,2794051,2012-11-01,CA
4662243,0,,59-37657,1984-02-28,JP
5435088,0,,00964/92,1992-03-26,CH
5978734,0,,1996 32073,1996-07-31,KR
8068402,0,national,2007-123203,2007-05-08,JP
5076397,0,,1-221631,1989-08-30,JP
4992574,0,,4346/87,1987-11-06,CH
8274031,0,national,2007-230842,2007-09-05,JP
9102303,0,national,2013-032795,2013-02-22,JP
4139263,0,,75 29706,1975-09-29,FR
10547962,0,national,2015-248970,2015-12-21,JP
5256485,0,,9019117,1990-09-01,GB
4900617,0,,8709043,1987-04-15,GB
9340147,2,national,2012-040760,2012-02-27,JP
11057828,0,national,10 2015 122 980.3,2015-12-30,DE
6964115,0,national,2001-32984,2001-06-12,KR
8414355,0,national,2008-191882,2008-07-25,JP
8019258,0,national,2006-174138,2006-06-23,JP
11169434,0,national,201910352359.8,2019-04-29,CN
8687025,0,national,10-2009-0112208,2009-11-19,KR
10788828,0,national,10-2016-0112485,2016-09-01,KR
7535260,0,national,10-2006-0074584,2006-08-08,KR
6579580,4,,3-209384,1991-08-21,JP
7292022,3,national,2001-317075,2001-10-15,JP
9675460,1,national,0900958,2009-07-10,SE
5695836,1,,3-098905,1991-04-30,JP
6959158,0,national,2002-111945,2002-04-15,JP
6437467,0,,199 43 037,1999-09-09,DE
5537812,1,,107552,1993-11-10,IL
7555308,0,national,10-2004-0108754,2004-12-20,KR
10920796,0,regional,17159046,2017-03-03,EP
6244698,0,,9-013393,1997-01-09,JP
9205369,0,national,2011-095181,2011-04-21,JP
10661693,0,national,1702952.1,2017-02-23,GB
10887569,0,national,2017 1 0113048,2017-02-28,CN
6874319,0,national,2002-166063,2002-06-06,JP
11247405,0,regional,17159041,2017-03-03,EP
5003559,0,,61-283501,1986-11-28,JP
4208324,0,,19044/71,1971-12-28,CH
D812254,1,regional,002730705-0002,2015-07-03,EM
7340626,0,national,2004-090309,2004-03-25,JP
9422466,0,national,10 2012 206 265,2012-04-17,DE
5909853,0,,6-081880,1994-04-20,JP
5107191,0,,8021285,1980-06-28,GB
9671703,0,national,10 2012 201 075,2012-01-25,DE
7704174,0,national,2006-156682,2006-06-05,JP
D594319,0,national,4 05 04 833,2005-09-16,DE
4468982,0,,55-144111,1980-10-15,JP
10670903,0,national,2017-071575,2017-03-31,JP
6391797,0,,8-253801,1996-09-04,JP
9627843,0,regional,15001331,2015-05-05,EP
11330791,0,national,1751386-2,2017-11-09,SE
5930426,0,,296 07 793  U,1996-05-02,DE
6577310,0,,98-52327,1998-12-01,KR
3971916,1,,75.08184,1975-03-17,FR
10971320,0,national,102017125309.2,2017-10-27,DE
8690268,8,national,10-2008-0002966,2008-01-10,KR
11313448,0,national,102017114175.8,2017-06-27,DE
7731762,1,national,P.2005-208978,2005-07-19,JP
9917397,0,national,2014-016847,2014-01-31,JP
8609147,0,national,10 2007 031 397,2007-07-05,DE
6200818,0,,197 57 740,1997-12-23,DE
9362167,0,national,2014-032941,2014-02-24,JP
3933789,0,,72/1855,1972-03-17,ZA
9799712,0,national,10-2016-0005163,2016-01-15,KR
9089306,0,national,2007-263805,2007-10-09,JP
4580509,0,,3340865,1983-11-11,DE
5437967,0,,3-335905,1991-11-27,JP
10076766,0,national,10 2013 015 313,2013-09-16,DE
10558795,0,national,2016-219661,2016-11-10,JP
5991576,0,,97-33547,1997-07-18,KR
4001717,0,,219624,1975-02-07,CA
8065637,0,national,2003-190341,2003-07-02,JP
7480088,0,national,2005-272505,2005-09-20,JP
D619154,0,national,98303400,2009-07-22,TW
5907347,1,,7-197575,1995-08-02,JP
5918084,4,,7-304587,1995-11-22,JP
8710129,2,national,2009-075456,2009-03-26,JP
11382970,2,regional,16175211,2016-06-20,EP
6569758,0,,01640005,2001-10-29,EP
9507358,0,regional,14290074,2014-03-21,EP
4132072,0,,2620692,1977-04-26,DE
5057739,1,,1-21183,1989-01-31,JP
7043155,0,national,2003-083144,2003-03-25,JP
11447651,1,national,JP2020-154864,2020-09-15,JP
9207843,0,national,1125/CHE/2012,2012-03-26,IN
9432958,0,national,10-2013-0067338,2013-06-12,KR
10494262,0,national,2010-279147,2010-12-15,JP
8304920,0,national,2008-093897,2008-03-31,JP
D428481,0,,11-5290,1999-03-02,JP
5889586,0,,96 02906,1996-03-07,FR
6134371,1,,10-252454,1998-09-07,JP
7682068,0,regional,04405355,2004-06-08,EP
8518867,0,national,10 2006 016 575,2006-04-06,DE
10333095,0,national,107106861 A,2018-03-01,TW
7306302,0,national,201 16 093 U,2001-10-01,DE
7012955,0,national,2000-39225,2000-07-10,KR
9949001,0,national,2008-178940,2008-07-09,JP
5419682,0,,42 34 292.9,1992-10-12,DE
8901541,0,national,2009-093139,2009-04-07,JP
7661972,0,national,2006-124613,2006-04-28,JP
9443176,0,national,2009-173517,2009-07-24,JP
6677405,0,,2000-321740,2000-10-20,JP
7129642,0,national,2002-348916,2002-11-29,JP
9012928,0,national,2012-067428,2012-03-23,JP
5458353,0,,2084160,1992-11-30,CA
5004657,0,,62-225977,1987-09-09,JP
9126110,0,national,2011-024549,2011-02-08,JP
7104372,0,national,00 04680,2000-04-12,FR
8506130,0,regional,08160876,2008-07-22,EP
6630216,0,,100 37 269,2000-07-28,DE
4533525,0,,55-030289,1980-03-12,JP
8553677,3,national,2000-382682,2000-12-15,JP
8395497,0,national,10 00910,2010-03-05,FR
9842382,0,national,10-2013-0060600,2013-05-28,KR
3996017,0,,2257575,1972-11-24,DT
7699977,0,national,2004 1 0050470,2004-09-21,CN
4593616,0,,5394/83,1983-10-04,CH
9995889,2,national,2014-250203,2014-12-10,JP
5511857,0,,6-069275,1994-04-07,JP
6201902,0,,6-211433,1994-09-05,JP
8200302,0,national,2007-258654,2007-10-02,JP
7714788,0,national,95124300 A,2006-07-04,TW
10848689,0,national,2016-083354,2016-04-19,JP
5129002,0,,62-318142,1987-12-16,JP
5693649,1,,1290/94,1994-11-09,DK
7701805,0,national,2004-188588,2004-06-25,JP
4776630,0,,60-260832,1985-11-20,JP
11219594,0,national,6681/CHE/2015,2015-12-12,IN
D788408,0,regional,002846543,2015-11-03,EM
4465645,0,,5244/81,1981-08-14,CH
6882377,0,national,11-167872,1999-06-15,JP
11091636,0,national,10-2017-0077478,2017-06-19,KR
11264397,0,national,201711236924.1,2017-11-30,CN
7034454,1,national,2003-408493,2003-12-08,JP
4401411,0,,55-74367,1980-06-04,JP
9750956,0,national,10 2012 212 341,2012-07-13,DE
7643108,0,national,96113099 A,2007-04-13,TW
4709672,2,,60-278879,1985-12-13,JP
6759138,0,,2001-202724,2001-07-03,JP
5972237,0,,195 18 039,1995-05-17,DE
D783536,5,regional,001 386 684-0006,2013-10-14,EP
10067412,0,national,4328/DEL/2015,2015-12-30,IN
9406575,0,national,102145915 A,2013-12-12,TW
5297286,0,,2-301692,1990-11-07,JP
D633402,0,regional,OHIM001151047,2009-06-24,EP
5792034,0,,120048,1997-01-21,IT
10401381,0,regional,15171911,2015-06-12,EP
10389808,0,national,2015-019963,2015-02-04,JP
10112187,0,national,10-2009-0100597,2009-10-22,KR
5565680,2,,6-221164,1994-08-23,JP
4215584,0,,51/106650,1976-09-08,JP
7487755,0,national,2005-323468,2005-11-08,JP
D613254,1,national,2008-023151,2008-09-09,JP
7765793,0,national,2004-110009,2004-04-02,JP
5299425,0,,4135764,1991-10-30,DE
9473046,0,regional,09171707,2009-09-29,EP
8545218,0,national,2008-118430,2008-04-30,JP
8111954,0,national,P2008-077274,2008-03-25,JP
4416853,2,,55-139535,1980-10-06,JP
9874411,3,national,2005445,2010-10-01,NL
8998871,0,national,2006-316346,2006-11-22,JP
5302057,0,,3119/90,1990-09-28,CH
5825667,0,,96870002,1996-01-17,EP
8593371,0,national,10-2012-0051093,2012-05-14,KR
10998488,0,national,2012-240411,2012-10-31,JP
9726916,2,national,2013-015853,2013-01-30,JP
4885341,0,,62-161466,1987-06-29,JP
6154202,0,,6-283838,1994-11-17,JP
D711551,0,regional,001902438,2011-08-09,EM
D553083,0,national,2006 3 0081447,2006-03-11,CN
6779373,0,,01123512,2001-09-29,EP
5339171,3,,3-133895,1991-06-05,JP
4592135,0,,59-68675[U],1984-05-11,JP
10168508,0,national,2012-076319,2012-03-29,JP
4136106,1,,141/78,1978-01-06,CH
7321053,0,regional,03009985,2003-05-02,EP
4361887,0,,54-23453,1979-03-02,JP
6966630,0,national,2001-206121,2001-07-06,JP
7221877,0,national,101 273 45,2001-06-06,DE
5906831,0,,9404289,1994-09-12,SE
6995036,0,national,2001-157668,2001-05-25,JP
5940521,0,,9510201,1995-05-19,GB
10991931,0,national,JP2015-119807,2015-06-12,JP
8534874,0,national,2010-088383,2010-04-07,JP
11352466,1,international,PCT/JP2017/039950,2017-11-06,WO
7821349,0,national,10-2007-0096921,2007-09-21,KR
9107036,0,national,0724317.3,2007-12-13,GB
5944772,0,,97119502,1997-11-07,EP
7637856,0,national,2008-065899,2008-03-14,JP
8892202,0,national,100149927 A,2011-12-30,TW
8517278,1,national,10 56975,2010-09-02,FR
5311497,2,,3-278735,1991-09-30,JP
6584494,0,,10-361489,1998-12-18,JP
4364461,0,,2248/80,1980-03-21,CH
8378401,0,national,2003-034692,2003-02-13,JP
8834116,0,national,10 2008 052 409,2008-10-21,DE
10203458,3,national,2015-006130,2015-01-15,JP
10126701,0,national,2016-197127,2016-10-05,JP
4071822,0,,50-111823,1975-09-16,JA
10508786,0,national,107111934 A,2018-04-03,TW
11012158,1,national,10-2019-0019657,2019-02-20,KR
5069366,0,,89 01880,1989-02-14,FR
9957375,0,national,2012-071626,2012-03-27,JP
5648221,2,,5-141710,1993-06-14,JP
5511587,1,,2-119338  U,1990-11-16,JP
D907422,0,national,2017-021753,2017-10-02,JP
9240394,0,national,14 55936,2014-06-25,FR
10442321,0,national,2016-198860,2016-10-07,JP
9292104,0,national,10-2009-0002570,2009-01-13,KR
7446152,0,national,2005-070581,2005-03-14,JP
6167623,0,,971541,1997-04-11,FI
4294919,0,,54-70854,1979-06-06,JP
6696713,0,,2000-181918,2000-06-16,JP
5749663,1,,7-306507,1995-10-31,JP
4890395,0,,560/86,1986-03-05,AT
7357267,0,national,10-092549,1998-03-20,JP
10081902,1,national,10-2012-0023032,2012-03-06,KR
10122010,0,national,2014-143536,2014-07-11,JP
9365173,0,national,10 2010 046 232,2010-09-22,DE
8030042,2,national,2008-022841,2008-02-01,JP
6379694,0,,11-335435,1999-11-26,JP
7600033,0,regional,02025751,2002-11-15,EP
D920398,0,national,2018-023969,2018-10-31,JP
7771850,0,national,2003-208674,2003-08-25,JP
7595013,0,national,2007-191093,2007-07-23,JP
7150061,0,national,03 2 24615,2003-03-20,CN
11111416,0,national,1605618,2017-03-31,GB
10287762,0,national,20 2010 009 022 U,2010-06-12,DE
10048097,1,national,2015-235040,2015-12-01,JP
4378177,1,,8021440,1980-07-01,GB
6482062,2,,11-053014,1999-03-01,JP
5473906,0,,5-13898,1993-01-29,JP
7044824,0,national,PA/a/2002/006946,2002-06-24,MX
7012825,0,national,PA2000100140,2001-01-26,DK
7096935,0,national,2002-148091,2002-05-22,JP
5696776,0,,44 25 254.4,1994-07-16,DE
4579328,0,,58-6379[U],1983-01-19,JP
6265077,0,,10-069255,1998-03-05,JP
5507008,0,,3-125760,1991-05-29,JP
4539674,0,,8106444,1981-11-02,SE
9802219,0,regional,11193449,2011-12-14,EP
7724667,1,national,10-2006-0022260,2006-03-09,KR
5681034,0,,44 18 627.8,1994-05-28,DE
7233764,0,national,P2005-038078,2005-02-15,JP
D944992,0,national,2019-023935 U,2019-10-28,JP
6373101,2,,P09-314036,1997-11-14,JP
11380525,0,national,JP2016-153986,2016-08-04,JP
6351166,0,,10-014388,1998-01-27,JP
7779504,0,national,10-2006-0001921,2006-01-06,KR
5877265,1,,5-75513,1993-04-01,JP
4297246,0,,45471/77,1977-11-01,GB
10227740,0,national,10 2015 212 902,2015-07-09,DE
8844367,0,national,2010-127109,2010-06-02,JP
6960386,0,national,2000-186406,2000-06-21,JP
D528515,3,national,2003-026228,2003-09-09,JP
8006267,1,national,10-1999-0041135,1999-09-22,KR
7429082,0,national,10 2004 014 133,2004-03-19,DE
7882180,1,national,2003-435644,2003-12-26,JP
6182771,0,,10-270981,1998-09-25,JP
4239126,0,,PD2610,1977-11-30,AU
D633230,0,national,97300610,2008-01-02,TW
6797429,5,,11-085270,1999-03-29,JP
10480358,0,national,10-2015-0088631,2015-06-22,KR
7935507,0,national,10 2004 059 169,2004-12-08,DE
10595449,0,national,2016-090490,2016-04-28,JP
5054361,0,,63-271834,1988-10-27,JP
5369730,0,,3-134022,1991-06-05,JP
8307641,0,regional,07150379,2007-12-21,EP
4732893,1,,21324 A/85,1985-06-27,IT
7965164,0,national,10-2008-0029652,2008-03-31,KR
8429667,0,national,2008-263396,2008-10-10,JP
5677745,0,,6-318898,1994-12-21,JP
4558986,0,,2972/83,1983-05-31,CH
6373616,2,,10-254413,1998-09-08,JP
D892729,9,regional,003738160-0010,2017-02-03,EM
4077963,1,,7688/71,1971-11-02,CS
6620666,0,,2000-256605,2000-08-28,JP
11135822,0,national,10-2018-0008586,2018-01-24,KR
7860452,0,national,10-2007-0014928,2007-02-13,KR
4117572,0,,29817 A/75,1975-11-28,IT
9776948,0,national,1321611.4,2013-12-06,GB
4654605,0,,3443424,1984-11-29,DE
8895757,0,regional,11151965,2011-01-25,EP
5973335,1,,9515961,1995-08-03,GB
5794555,0,,196 32 092.5,1996-08-08,DE
11274027,0,national,102016200254.6,2016-01-12,DE
5279165,0,,91 08012,1991-06-27,FR
7648945,1,national,10 2004 031 347,2004-06-30,DE
10310341,1,national,10-2016-0053020,2016-04-29,KR
D768629,0,national,30-2014-0048266,2014-10-07,KR
7414082,1,national,2000-288982,2000-09-22,JP
10822572,0,national,1-2018-05484,2018-12-05,VN
4308612,1,,54-141339,1979-11-02,JP
9396927,0,national,2012-279752,2012-12-21,JP
5717767,3,,6-010031,1994-01-31,JP
4698835,0,,59-111905,1984-05-31,JP
5337182,2,,2-21785,1990-01-31,JP
4072954,0,,50650 A/75,1975-07-24,IT
9880637,0,national,10-2012-0056427,2012-05-28,KR
10161449,0,national,10 2016 211 908,2016-06-30,DE
4797578,0,,8506023,1985-12-19,SE
8219248,0,national,2006-019630,2006-01-27,JP
5321652,0,,62-280750,1987-11-06,JP
5200305,0,,3933899,1989-10-11,DE
5736610,0,,5-270771,1993-10-28,JP
5705671,0,,7-257497,1995-10-04,JP
7582219,1,national,2004-321632,2004-11-05,JP
10651405,0,national,2017 1 0026258,2017-01-13,CN
5242318,1,,91119122.9,1991-11-11,EP
4676452,0,,56-195139,1981-12-25,JP
11088595,0,national,JP2017-101652,2017-05-23,JP
5587783,0,,5-230070,1993-09-16,JP
11314244,2,national,201611179039.X,2016-12-19,CN
7763795,0,national,2005-058583,2005-03-03,JP
8672696,0,national,2010-289418,2010-12-27,JP
6287847,0,,9612442,1996-06-14,GB
8430500,0,national,2009-075119,2009-03-25,JP
5038298,5,,61-54688,1986-03-14,JP
8233454,0,national,2008-197967,2008-07-31,JP
6324582,0,,PCTUS9811928,1997-07-01,WO
4778740,1,,61-73558,1986-03-31,JP
6521963,0,,11-203038,1999-07-16,JP
4032660,0,,74.22033,1974-06-25,FR
9425142,0,national,2011-219843,2011-10-04,JP
6784360,2,,2000-349966,2000-11-16,JP
6392223,0,,9601924,1996-05-21,SE
4747956,1,,59-144372,1984-07-13,JP
9624901,1,national,2009 70195,2009-11-10,DK
4211874,0,,78 18785,1978-06-23,FR
7464888,1,national,2004 01217,2004-08-11,DK
6505028,4,,11-194762,1999-07-08,JP
10904043,0,national,10-2019-0058124,2019-05-17,KR
9445387,0,national,10-2012-0058959,2012-06-01,KR
9772485,0,national,10 2010 017 630,2010-06-29,DE
6816118,0,,0005766,2000-03-11,GB
9998092,0,national,2014-019629,2014-02-04,JP
10851566,0,regional,14165401,2014-04-22,EP
9714190,0,national,10 2012 003 338,2012-02-17,DE
D631892,0,national,30-2009-0001504,2009-01-14,KR
7580019,1,national,10-2004-0115730,2004-12-29,KR
8829019,0,national,2008-274579,2008-10-24,JP
8737122,0,national,2011-206667,2011-09-21,JP
11031446,0,national,10-2018-0054818,2018-05-14,KR
4985789,4,,63-38289,1988-02-19,JP
10560489,0,national,09 51885,2009-03-24,FR
5254766,4,,3-204546,1991-07-22,JP
4304759,0,,2710978,1977-03-12,DE
9478763,1,national,2014-078250,2014-04-04,JP
8203004,0,national,0522908.3,2005-11-10,GB
8369438,0,national,10-2008-0044665,2008-05-14,KR
7880839,0,national,2007-094843,2007-03-30,JP
8610048,0,national,05 11755,2005-11-21,FR
6159351,0,,9606920,1996-04-02,GB
9113444,0,national,2012-146682,2012-06-29,JP
D499180,0,,7109,2003-04-01,EM
6041608,0,,7-183126,1995-07-19,JP
6841280,0,national,2000-275190,2000-09-11,JP
5483497,0,,5-208117,1993-08-24,JP
5223743,0,,3-096840,1991-04-26,JP
4684746,0,,3425318,1984-07-10,DE
8975506,0,national,2004-096809,2004-03-29,JP
4841134,1,,60-196168,1985-09-05,JP
10096561,0,regional,16184545,2016-08-17,EP
10258084,0,regional,12196141,2012-12-07,EP
